WKT,element
"POLYGON ((380535.899 4656559.539 0.0,380360.299 4656558.269 0.0,380395.749 4656719.689 0.0,380535.899 4656559.539 0.0))",746
"POLYGON ((380228.199 4656482.519 0.0,380360.299 4656558.269 0.0,380404.089 4656358.299 0.0,380228.199 4656482.519 0.0))",747
"POLYGON ((378539.389 4655240.989 0.0,378443.309 4655184.749 0.0,378425.589 4655292.699 0.0,378539.389 4655240.989 0.0))",748
"POLYGON ((378986.139 4657477.929 0.0,378995.589 4657471.219 0.0,378983.299 4657467.529 0.0,378986.139 4657477.929 0.0))",749
"POLYGON ((378974.009 4657474.469 0.0,378986.139 4657477.929 0.0,378983.299 4657467.529 0.0,378974.009 4657474.469 0.0))",750
"POLYGON ((378249.389 4656485.269 0.0,378229.179 4656467.379 0.0,378222.029 4656500.509 0.0,378249.389 4656485.269 0.0))",751
"POLYGON ((378229.179 4656467.379 0.0,378249.389 4656485.269 0.0,378257.779 4656450.469 0.0,378229.179 4656467.379 0.0))",752
"POLYGON ((378169.249 4653002.951 0.0,378422.989 4652913.33 0.0,378228.909 4652669.5 0.0,378169.249 4653002.951 0.0))",753
"POLYGON ((381028.659 4659930.569 0.0,380879.449 4660109.029 0.0,381110.159 4660118.029 0.0,381028.659 4659930.569 0.0))",754
"POLYGON ((380879.449 4660109.029 0.0,380964.419 4660286.679 0.0,381110.159 4660118.029 0.0,380879.449 4660109.029 0.0))",755
"POLYGON ((380879.449 4660109.029 0.0,381028.659 4659930.569 0.0,380744.519 4659957.249 0.0,380879.449 4660109.029 0.0))",756
"POLYGON ((378827.469 4657385.269 0.0,378836.019 4657391.379 0.0,378840.329 4657378.919 0.0,378827.469 4657385.269 0.0))",757
"POLYGON ((378247.619 4656510.099 0.0,378249.389 4656485.269 0.0,378222.029 4656500.509 0.0,378247.619 4656510.099 0.0))",758
"POLYGON ((378233.919 4656530.119 0.0,378247.619 4656510.099 0.0,378222.029 4656500.509 0.0,378233.919 4656530.119 0.0))",759
"POLYGON ((378249.389 4656485.269 0.0,378247.619 4656510.099 0.0,378271.369 4656503.449 0.0,378249.389 4656485.269 0.0))",760
"POLYGON ((376934.39 4653910.623 0.0,377055.777 4653800.241 0.0,376867.534 4653729.454 0.0,376934.39 4653910.623 0.0))",761
"POLYGON ((379735.499 4657092.589 0.0,379703.149 4657000.689 0.0,379638.499 4657083.239 0.0,379735.499 4657092.589 0.0))",762
"POLYGON ((379643.269 4656906.689 0.0,379703.149 4657000.689 0.0,379754.879 4656920.399 0.0,379643.269 4656906.689 0.0))",763
"POLYGON ((378986.919 4657532.829 0.0,378996.319 4657524.069 0.0,378980.129 4657522.039 0.0,378986.919 4657532.829 0.0))",764
"POLYGON ((380646.539 4657711.019 0.0,380819.789 4657642.259 0.0,380705.599 4657511.659 0.0,380646.539 4657711.019 0.0))",765
"POLYGON ((378886.769 4657363.249 0.0,378874.299 4657360.399 0.0,378874.909 4657377.099 0.0,378886.769 4657363.249 0.0))",766
"POLYGON ((377894.159 4653585.056 0.0,377638.62 4653621.06 0.0,377820.259 4653772.692 0.0,377894.159 4653585.056 0.0))",767
"POLYGON ((377894.159 4653585.056 0.0,378154.439 4653588.471 0.0,377978.179 4653419.304 0.0,377894.159 4653585.056 0.0))",768
"POLYGON ((378374.909 4656799.319 0.0,378390.589 4656818.669 0.0,378402.709 4656799.739 0.0,378374.909 4656799.319 0.0))",769
"POLYGON ((378397.759 4656844.079 0.0,378390.589 4656818.669 0.0,378371.799 4656829.029 0.0,378397.759 4656844.079 0.0))",770
"POLYGON ((378390.589 4656818.669 0.0,378374.909 4656799.319 0.0,378371.799 4656829.029 0.0,378390.589 4656818.669 0.0))",771
"POLYGON ((378769.329 4657362.639 0.0,378757.999 4657381.129 0.0,378779.149 4657380.369 0.0,378769.329 4657362.639 0.0))",772
"POLYGON ((378784.959 4657364.079 0.0,378769.329 4657362.639 0.0,378779.149 4657380.369 0.0,378784.959 4657364.079 0.0))",773
"POLYGON ((378529.999 4657168.739 0.0,378540.549 4657142.719 0.0,378517.459 4657141.629 0.0,378529.999 4657168.739 0.0))",774
"POLYGON ((378540.549 4657142.719 0.0,378529.999 4657168.739 0.0,378561.429 4657157.369 0.0,378540.549 4657142.719 0.0))",775
"POLYGON ((378857.149 4657530.919 0.0,378844.459 4657543.919 0.0,378866.909 4657551.009 0.0,378857.149 4657530.919 0.0))",776
"POLYGON ((378844.459 4657543.919 0.0,378851.599 4657564.889 0.0,378866.909 4657551.009 0.0,378844.459 4657543.919 0.0))",777
"POLYGON ((378441.219 4654945.049 0.0,378560.759 4654946.499 0.0,378498.489 4654813.639 0.0,378441.219 4654945.049 0.0))",778
"POLYGON ((378441.219 4654945.049 0.0,378319.169 4654951.499 0.0,378386.289 4655078.729 0.0,378441.219 4654945.049 0.0))",779
"POLYGON ((378517.439 4657088.879 0.0,378534.809 4657115.349 0.0,378544.519 4657085.069 0.0,378517.439 4657088.879 0.0))",780
"POLYGON ((378699.469 4658037.419 0.0,378679.969 4658039.229 0.0,378691.729 4658054.939 0.0,378699.469 4658037.419 0.0))",781
"POLYGON ((378679.969 4658039.229 0.0,378699.469 4658037.419 0.0,378689.189 4658021.499 0.0,378679.969 4658039.229 0.0))",782
"POLYGON ((378716.909 4658095.499 0.0,378708.129 4658108.039 0.0,378725.039 4658110.119 0.0,378716.909 4658095.499 0.0))",783
"POLYGON ((378708.129 4658108.039 0.0,378710.879 4658124.609 0.0,378725.039 4658110.119 0.0,378708.129 4658108.039 0.0))",784
"POLYGON ((380035.239 4657432.579 0.0,380108.059 4657268.099 0.0,379954.869 4657287.049 0.0,380035.239 4657432.579 0.0))",785
"POLYGON ((382791.599 4659318.079 0.0,382884.099 4659620.499 0.0,383108.809 4659421.499 0.0,382791.599 4659318.079 0.0))",786
"POLYGON ((378191.609 4656500.979 0.0,378203.679 4656474.819 0.0,378179.249 4656473.829 0.0,378191.609 4656500.979 0.0))",787
"POLYGON ((378203.679 4656474.819 0.0,378191.609 4656500.979 0.0,378222.029 4656500.509 0.0,378203.679 4656474.819 0.0))",788
"POLYGON ((379023.429 4657501.089 0.0,379015.669 4657510.909 0.0,379028.589 4657511.499 0.0,379023.429 4657501.089 0.0))",789
"POLYGON ((379434.809 4658593.499 0.0,379473.599 4658522.679 0.0,379372.809 4658519.999 0.0,379434.809 4658593.499 0.0))",790
"POLYGON ((379138.219 4657995.199 0.0,379102.089 4658005.499 0.0,379122.409 4658050.999 0.0,379138.219 4657995.199 0.0))",791
"POLYGON ((379194.119 4658025.199 0.0,379138.219 4657995.199 0.0,379122.409 4658050.999 0.0,379194.119 4658025.199 0.0))",792
"POLYGON ((378513.369 4656867.689 0.0,378503.989 4656892.989 0.0,378531.079 4656897.369 0.0,378513.369 4656867.689 0.0))",793
"POLYGON ((378503.989 4656892.989 0.0,378513.369 4656867.689 0.0,378478.309 4656879.889 0.0,378503.989 4656892.989 0.0))",794
"POLYGON ((378503.989 4656892.989 0.0,378510.209 4656914.309 0.0,378531.079 4656897.369 0.0,378503.989 4656892.989 0.0))",795
"POLYGON ((378297.989 4654316.009 0.0,378297.759 4654158.265 0.0,378134.219 4654249.319 0.0,378297.989 4654316.009 0.0))",796
"POLYGON ((378795.289 4655561.089 0.0,378922.779 4655506.399 0.0,378812.799 4655407.739 0.0,378795.289 4655561.089 0.0))",797
"POLYGON ((378700.999 4655494.759 0.0,378795.289 4655561.089 0.0,378812.799 4655407.739 0.0,378700.999 4655494.759 0.0))",798
"POLYGON ((378470.519 4656762.899 0.0,378461.689 4656737.159 0.0,378438.869 4656754.929 0.0,378470.519 4656762.899 0.0))",799
"POLYGON ((378461.689 4656737.159 0.0,378470.519 4656762.899 0.0,378481.099 4656730.689 0.0,378461.689 4656737.159 0.0))",800
"POLYGON ((378461.689 4656737.159 0.0,378444.369 4656724.929 0.0,378438.869 4656754.929 0.0,378461.689 4656737.159 0.0))",801
"POLYGON ((378922.779 4655506.399 0.0,378953.029 4655382.459 0.0,378812.799 4655407.739 0.0,378922.779 4655506.399 0.0))",802
"POLYGON ((378953.029 4655382.459 0.0,378908.399 4655264.629 0.0,378812.799 4655407.739 0.0,378953.029 4655382.459 0.0))",803
"POLYGON ((378953.029 4655382.459 0.0,378922.779 4655506.399 0.0,379055.239 4655449.889 0.0,378953.029 4655382.459 0.0))",804
"POLYGON ((376751.436 4653356.281 0.0,376900.52 4653345.693 0.0,376697.079 4653168.519 0.0,376751.436 4653356.281 0.0))",805
"POLYGON ((376900.52 4653345.693 0.0,376892.594 4653105.5 0.0,376697.079 4653168.519 0.0,376900.52 4653345.693 0.0))",806
"POLYGON ((378861.649 4657363.269 0.0,378854.889 4657377.029 0.0,378874.909 4657377.099 0.0,378861.649 4657363.269 0.0))",807
"POLYGON ((378852.009 4657464.169 0.0,378866.809 4657472.109 0.0,378865.669 4657453.589 0.0,378852.009 4657464.169 0.0))",808
"POLYGON ((378813.579 4657962.819 0.0,378802.069 4657987.269 0.0,378825.809 4657986.999 0.0,378813.579 4657962.819 0.0))",809
"POLYGON ((382143.659 4659974.059 0.0,382209.909 4660216.499 0.0,382434.599 4660017.499 0.0,382143.659 4659974.059 0.0))",810
"POLYGON ((378988.639 4657512.609 0.0,378991.059 4657499.989 0.0,378973.779 4657506.419 0.0,378988.639 4657512.609 0.0))",811
"POLYGON ((378991.059 4657499.989 0.0,378988.639 4657512.609 0.0,379001.059 4657509.699 0.0,378991.059 4657499.989 0.0))",812
"POLYGON ((378980.129 4657522.039 0.0,378988.639 4657512.609 0.0,378973.779 4657506.419 0.0,378980.129 4657522.039 0.0))",813
"POLYGON ((379011.219 4657550.889 0.0,378998.279 4657539.059 0.0,378995.899 4657551.749 0.0,379011.219 4657550.889 0.0))",814
"POLYGON ((378889.129 4657388.799 0.0,378899.889 4657394.289 0.0,378899.939 4657382.269 0.0,378889.129 4657388.799 0.0))",815
"POLYGON ((379201.899 4653142.546 0.0,378922.369 4653019.689 0.0,378978.879 4653331.242 0.0,379201.899 4653142.546 0.0))",816
"POLYGON ((378922.369 4653019.689 0.0,379201.899 4653142.546 0.0,379119.489 4652880.221 0.0,378922.369 4653019.689 0.0))",817
"POLYGON ((377421.189 4655471.199 0.0,377451.411 4655418.949 0.0,377390.139 4655432.279 0.0,377421.189 4655471.199 0.0))",818
"POLYGON ((378984.379 4657440.399 0.0,378993.789 4657441.329 0.0,378988.149 4657429.969 0.0,378984.379 4657440.399 0.0))",819
"POLYGON ((378996.439 4657593.599 0.0,378983.269 4657591.599 0.0,378989.529 4657606.129 0.0,378996.439 4657593.599 0.0))",820
"POLYGON ((378983.269 4657591.599 0.0,378973.109 4657600.159 0.0,378989.529 4657606.129 0.0,378983.269 4657591.599 0.0))",821
"POLYGON ((378381.129 4653727.728 0.0,378541.999 4653860.979 0.0,378553.819 4653604.824 0.0,378381.129 4653727.728 0.0))",822
"POLYGON ((378541.999 4653860.979 0.0,378381.129 4653727.728 0.0,378344.139 4653966.05 0.0,378541.999 4653860.979 0.0))",823
"POLYGON ((378361.289 4656612.309 0.0,378354.269 4656636.199 0.0,378389.579 4656636.839 0.0,378361.289 4656612.309 0.0))",824
"POLYGON ((378354.269 4656636.199 0.0,378358.099 4656660.679 0.0,378389.579 4656636.839 0.0,378354.269 4656636.199 0.0))",825
"POLYGON ((378354.269 4656636.199 0.0,378361.289 4656612.309 0.0,378334.039 4656624.589 0.0,378354.269 4656636.199 0.0))",826
"POLYGON ((378949.089 4657609.999 0.0,378963.559 4657609.479 0.0,378955.409 4657591.499 0.0,378949.089 4657609.999 0.0))",827
"POLYGON ((378963.559 4657609.479 0.0,378973.109 4657600.159 0.0,378955.409 4657591.499 0.0,378963.559 4657609.479 0.0))",828
"POLYGON ((378836.849 4657871.359 0.0,378848.689 4657856.809 0.0,378829.689 4657845.999 0.0,378836.849 4657871.359 0.0))",829
"POLYGON ((378848.689 4657856.809 0.0,378852.139 4657840.459 0.0,378829.689 4657845.999 0.0,378848.689 4657856.809 0.0))",830
"POLYGON ((378848.689 4657856.809 0.0,378836.849 4657871.359 0.0,378860.499 4657871.999 0.0,378848.689 4657856.809 0.0))",831
"POLYGON ((378919.279 4657601.549 0.0,378915.849 4657583.139 0.0,378900.289 4657596.419 0.0,378919.279 4657601.549 0.0))",832
"POLYGON ((378580.479 4657276.609 0.0,378598.249 4657256.669 0.0,378569.089 4657249.029 0.0,378580.479 4657276.609 0.0))",833
"POLYGON ((378725.039 4658110.119 0.0,378742.099 4658110.419 0.0,378736.909 4658094.499 0.0,378725.039 4658110.119 0.0))",834
"POLYGON ((378761.009 4658113.159 0.0,378742.099 4658110.419 0.0,378749.309 4658125.649 0.0,378761.009 4658113.159 0.0))",835
"POLYGON ((378914.119 4657418.809 0.0,378917.369 4657434.839 0.0,378929.949 4657421.189 0.0,378914.119 4657418.809 0.0))",836
"POLYGON ((378917.369 4657434.839 0.0,378914.119 4657418.809 0.0,378902.429 4657431.469 0.0,378917.369 4657434.839 0.0))",837
"POLYGON ((378190.389 4656447.809 0.0,378167.609 4656446.339 0.0,378179.249 4656473.829 0.0,378190.389 4656447.809 0.0))",838
"POLYGON ((378190.389 4656447.809 0.0,378211.669 4656453.459 0.0,378206.689 4656423.739 0.0,378190.389 4656447.809 0.0))",839
"POLYGON ((378802.069 4657987.269 0.0,378793.499 4657959.499 0.0,378783.999 4657984.499 0.0,378802.069 4657987.269 0.0))",840
"POLYGON ((378813.579 4657962.819 0.0,378793.499 4657959.499 0.0,378802.069 4657987.269 0.0,378813.579 4657962.819 0.0))",841
"POLYGON ((378866.309 4657852.999 0.0,378848.689 4657856.809 0.0,378860.499 4657871.999 0.0,378866.309 4657852.999 0.0))",842
"POLYGON ((378866.309 4657852.999 0.0,378852.139 4657840.459 0.0,378848.689 4657856.809 0.0,378866.309 4657852.999 0.0))",843
"POLYGON ((378874.299 4657360.399 0.0,378861.649 4657363.269 0.0,378874.909 4657377.099 0.0,378874.299 4657360.399 0.0))",844
"POLYGON ((378874.299 4657360.399 0.0,378867.709 4657352.019 0.0,378861.649 4657363.269 0.0,378874.299 4657360.399 0.0))",845
"POLYGON ((378665.909 4658022.499 0.0,378679.969 4658039.229 0.0,378689.189 4658021.499 0.0,378665.909 4658022.499 0.0))",846
"POLYGON ((378665.909 4658022.499 0.0,378666.189 4658039.499 0.0,378679.969 4658039.229 0.0,378665.909 4658022.499 0.0))",847
"POLYGON ((377880.119 4655988.699 0.0,377856.139 4655945.029 0.0,377840.059 4655988.409 0.0,377880.119 4655988.699 0.0))",848
"POLYGON ((377880.119 4655988.699 0.0,377918.709 4655947.509 0.0,377856.139 4655945.029 0.0,377880.119 4655988.699 0.0))",849
"POLYGON ((382353.009 4659749.459 0.0,382143.659 4659974.059 0.0,382434.599 4660017.499 0.0,382353.009 4659749.459 0.0))",850
"POLYGON ((378853.409 4657580.469 0.0,378832.589 4657576.669 0.0,378843.059 4657593.039 0.0,378853.409 4657580.469 0.0))",851
"POLYGON ((378853.409 4657580.469 0.0,378851.599 4657564.889 0.0,378832.589 4657576.669 0.0,378853.409 4657580.469 0.0))",852
"POLYGON ((378829.149 4657370.559 0.0,378827.469 4657385.269 0.0,378840.329 4657378.919 0.0,378829.149 4657370.559 0.0))",853
"POLYGON ((378988.639 4657512.609 0.0,378996.319 4657524.069 0.0,379001.059 4657509.699 0.0,378988.639 4657512.609 0.0))",854
"POLYGON ((378980.129 4657522.039 0.0,378996.319 4657524.069 0.0,378988.639 4657512.609 0.0,378980.129 4657522.039 0.0))",855
"POLYGON ((377533.761 4653429.277 0.0,377323.81 4653362.462 0.0,377385.053 4653563.728 0.0,377533.761 4653429.277 0.0))",856
"POLYGON ((377538.729 4653196.747 0.0,377323.81 4653362.462 0.0,377533.761 4653429.277 0.0,377538.729 4653196.747 0.0))",857
"POLYGON ((378975.629 4657430.599 0.0,378984.379 4657440.399 0.0,378988.149 4657429.969 0.0,378975.629 4657430.599 0.0))",858
"POLYGON ((378975.629 4657430.599 0.0,378975.089 4657444.959 0.0,378984.379 4657440.399 0.0,378975.629 4657430.599 0.0))",859
"POLYGON ((381957.159 4660191.389 0.0,381733.259 4660342.039 0.0,381985.099 4660414.999 0.0,381957.159 4660191.389 0.0))",860
"POLYGON ((381773.979 4660145.789 0.0,381733.259 4660342.039 0.0,381957.159 4660191.389 0.0,381773.979 4660145.789 0.0))",861
"POLYGON ((378203.679 4656474.819 0.0,378190.389 4656447.809 0.0,378179.249 4656473.829 0.0,378203.679 4656474.819 0.0))",862
"POLYGON ((378203.679 4656474.819 0.0,378211.669 4656453.459 0.0,378190.389 4656447.809 0.0,378203.679 4656474.819 0.0))",863
"POLYGON ((378598.249 4657256.669 0.0,378589.119 4657226.309 0.0,378569.089 4657249.029 0.0,378598.249 4657256.669 0.0))",864
"POLYGON ((378610.619 4657241.199 0.0,378589.119 4657226.309 0.0,378598.249 4657256.669 0.0,378610.619 4657241.199 0.0))",865
"POLYGON ((378304.729 4656661.139 0.0,378290.049 4656636.269 0.0,378274.179 4656659.839 0.0,378304.729 4656661.139 0.0))",866
"POLYGON ((378304.729 4656661.139 0.0,378311.489 4656637.389 0.0,378290.049 4656636.269 0.0,378304.729 4656661.139 0.0))",867
"POLYGON ((378792.519 4657485.719 0.0,378805.159 4657498.749 0.0,378805.579 4657479.469 0.0,378792.519 4657485.719 0.0))",868
"POLYGON ((378788.629 4657502.889 0.0,378805.159 4657498.749 0.0,378792.519 4657485.719 0.0,378788.629 4657502.889 0.0))",869
"POLYGON ((381253.299 4659953.549 0.0,381458.329 4660018.849 0.0,381475.919 4659780.059 0.0,381253.299 4659953.549 0.0))",870
"POLYGON ((378311.399 4656686.329 0.0,378304.729 4656661.139 0.0,378289.729 4656685.339 0.0,378311.399 4656686.329 0.0))",871
"POLYGON ((378311.399 4656686.329 0.0,378330.659 4656674.259 0.0,378304.729 4656661.139 0.0,378311.399 4656686.329 0.0))",872
"POLYGON ((378975.529 4657565.969 0.0,378991.119 4657563.749 0.0,378981.919 4657553.749 0.0,378975.529 4657565.969 0.0))",873
"POLYGON ((378989.259 4657579.039 0.0,378991.119 4657563.749 0.0,378975.529 4657565.969 0.0,378989.259 4657579.039 0.0))",874
"POLYGON ((378503.989 4656892.989 0.0,378481.029 4656903.519 0.0,378510.209 4656914.309 0.0,378503.989 4656892.989 0.0))",875
"POLYGON ((378478.309 4656879.889 0.0,378481.029 4656903.519 0.0,378503.989 4656892.989 0.0,378478.309 4656879.889 0.0))",876
"POLYGON ((379681.529 4656827.409 0.0,379754.879 4656920.399 0.0,379797.969 4656818.629 0.0,379681.529 4656827.409 0.0))",877
"POLYGON ((379643.269 4656906.689 0.0,379754.879 4656920.399 0.0,379681.529 4656827.409 0.0,379643.269 4656906.689 0.0))",878
"POLYGON ((378863.799 4657601.549 0.0,378853.409 4657580.469 0.0,378843.059 4657593.039 0.0,378863.799 4657601.549 0.0))",879
"POLYGON ((378868.429 4657584.119 0.0,378853.409 4657580.469 0.0,378863.799 4657601.549 0.0,378868.429 4657584.119 0.0))",880
"POLYGON ((381202.109 4658429.549 0.0,381452.509 4658361.819 0.0,381305.909 4658172.289 0.0,381202.109 4658429.549 0.0))",881
"POLYGON ((378995.899 4657551.749 0.0,379001.799 4657561.949 0.0,379011.219 4657550.889 0.0,378995.899 4657551.749 0.0))",882
"POLYGON ((378995.899 4657551.749 0.0,378991.119 4657563.749 0.0,379001.799 4657561.949 0.0,378995.899 4657551.749 0.0))",883
"POLYGON ((380494.039 4657002.119 0.0,380597.109 4657172.739 0.0,380688.039 4656966.709 0.0,380494.039 4657002.119 0.0))",884
"POLYGON ((380494.039 4657002.119 0.0,380412.019 4657145.919 0.0,380597.109 4657172.739 0.0,380494.039 4657002.119 0.0))",885
"POLYGON ((381153.269 4658002.659 0.0,381305.909 4658172.289 0.0,381447.229 4657920.199 0.0,381153.269 4658002.659 0.0))",886
"POLYGON ((378731.429 4658128.619 0.0,378742.099 4658110.419 0.0,378725.039 4658110.119 0.0,378731.429 4658128.619 0.0))",887
"POLYGON ((378731.429 4658128.619 0.0,378749.309 4658125.649 0.0,378742.099 4658110.419 0.0,378731.429 4658128.619 0.0))",888
"POLYGON ((377385.053 4653563.728 0.0,377141.087 4653459.73 0.0,377206.727 4653686.141 0.0,377385.053 4653563.728 0.0))",889
"POLYGON ((377385.053 4653563.728 0.0,377323.81 4653362.462 0.0,377141.087 4653459.73 0.0,377385.053 4653563.728 0.0))",890
"POLYGON ((380597.109 4657172.739 0.0,380396.209 4657311.339 0.0,380549.369 4657397.319 0.0,380597.109 4657172.739 0.0))",891
"POLYGON ((380597.109 4657172.739 0.0,380412.019 4657145.919 0.0,380396.209 4657311.339 0.0,380597.109 4657172.739 0.0))",892
"POLYGON ((378473.429 4656713.669 0.0,378461.689 4656737.159 0.0,378481.099 4656730.689 0.0,378473.429 4656713.669 0.0))",893
"POLYGON ((378473.429 4656713.669 0.0,378444.369 4656724.929 0.0,378461.689 4656737.159 0.0,378473.429 4656713.669 0.0))",894
"POLYGON ((378496.879 4656815.689 0.0,378502.429 4656835.439 0.0,378516.139 4656808.429 0.0,378496.879 4656815.689 0.0))",895
"POLYGON ((378742.099 4658110.419 0.0,378752.499 4658092.999 0.0,378736.909 4658094.499 0.0,378742.099 4658110.419 0.0))",896
"POLYGON ((378761.009 4658113.159 0.0,378752.499 4658092.999 0.0,378742.099 4658110.419 0.0,378761.009 4658113.159 0.0))",897
"POLYGON ((378895.669 4657349.419 0.0,378898.739 4657366.759 0.0,378908.959 4657354.569 0.0,378895.669 4657349.419 0.0))",898
"POLYGON ((378895.669 4657349.419 0.0,378886.769 4657363.249 0.0,378898.739 4657366.759 0.0,378895.669 4657349.419 0.0))",899
"POLYGON ((378390.589 4656818.669 0.0,378414.079 4656823.079 0.0,378402.709 4656799.739 0.0,378390.589 4656818.669 0.0))",900
"POLYGON ((378397.759 4656844.079 0.0,378414.079 4656823.079 0.0,378390.589 4656818.669 0.0,378397.759 4656844.079 0.0))",901
"POLYGON ((379015.669 4657510.909 0.0,379022.189 4657522.999 0.0,379028.589 4657511.499 0.0,379015.669 4657510.909 0.0))",902
"POLYGON ((379010.339 4657520.929 0.0,379022.189 4657522.999 0.0,379015.669 4657510.909 0.0,379010.339 4657520.929 0.0))",903
"POLYGON ((378203.679 4656474.819 0.0,378229.179 4656467.379 0.0,378211.669 4656453.459 0.0,378203.679 4656474.819 0.0))",904
"POLYGON ((378222.029 4656500.509 0.0,378229.179 4656467.379 0.0,378203.679 4656474.819 0.0,378222.029 4656500.509 0.0))",905
"POLYGON ((378308.569 4656616.159 0.0,378290.049 4656636.269 0.0,378311.489 4656637.389 0.0,378308.569 4656616.159 0.0))",906
"POLYGON ((378308.569 4656616.159 0.0,378279.799 4656610.209 0.0,378290.049 4656636.269 0.0,378308.569 4656616.159 0.0))",907
"POLYGON ((378304.729 4656661.139 0.0,378332.229 4656648.959 0.0,378311.489 4656637.389 0.0,378304.729 4656661.139 0.0))",908
"POLYGON ((378304.729 4656661.139 0.0,378330.659 4656674.259 0.0,378332.229 4656648.959 0.0,378304.729 4656661.139 0.0))",909
"POLYGON ((378667.309 4658059.499 0.0,378679.969 4658039.229 0.0,378666.189 4658039.499 0.0,378667.309 4658059.499 0.0))",910
"POLYGON ((378667.309 4658059.499 0.0,378691.729 4658054.939 0.0,378679.969 4658039.229 0.0,378667.309 4658059.499 0.0))",911
"POLYGON ((378772.809 4658084.709 0.0,378790.809 4658101.999 0.0,378796.689 4658082.499 0.0,378772.809 4658084.709 0.0))",912
"POLYGON ((378771.379 4658101.979 0.0,378790.809 4658101.999 0.0,378772.809 4658084.709 0.0,378771.379 4658101.979 0.0))",913
"POLYGON ((378879.879 4657655.089 0.0,378890.499 4657668.999 0.0,378895.189 4657657.499 0.0,378879.879 4657655.089 0.0))",914
"POLYGON ((378874.019 4657668.019 0.0,378890.499 4657668.999 0.0,378879.879 4657655.089 0.0,378874.019 4657668.019 0.0))",915
"POLYGON ((378815.689 4657450.229 0.0,378835.239 4657444.899 0.0,378820.679 4657435.759 0.0,378815.689 4657450.229 0.0))",916
"POLYGON ((378815.689 4657450.229 0.0,378827.639 4657457.889 0.0,378835.239 4657444.899 0.0,378815.689 4657450.229 0.0))",917
"POLYGON ((379208.749 4657415.439 0.0,379259.719 4657418.539 0.0,379241.169 4657378.279 0.0,379208.749 4657415.439 0.0))",918
"POLYGON ((377725.159 4655570.339 0.0,377669.256 4655537.849 0.0,377681.994 4655596.589 0.0,377725.159 4655570.339 0.0))",919
"POLYGON ((378282.599 4656360.469 0.0,378235.469 4656367.849 0.0,378261.839 4656405.529 0.0,378282.599 4656360.469 0.0))",920
"POLYGON ((378260.319 4656320.619 0.0,378235.469 4656367.849 0.0,378282.599 4656360.469 0.0,378260.319 4656320.619 0.0))",921
"POLYGON ((379497.689 4657907.279 0.0,379516.539 4657787.499 0.0,379422.299 4657804.459 0.0,379497.689 4657907.279 0.0))",922
"POLYGON ((378593.399 4655515.329 0.0,378682.649 4655621.819 0.0,378700.999 4655494.759 0.0,378593.399 4655515.329 0.0))",923
"POLYGON ((379023.349 4655097.119 0.0,378832.069 4655135.909 0.0,378908.399 4655264.629 0.0,379023.349 4655097.119 0.0))",924
"POLYGON ((379023.349 4655097.119 0.0,378874.329 4654932.879 0.0,378832.069 4655135.909 0.0,379023.349 4655097.119 0.0))",925
"POLYGON ((379243.959 4655181.269 0.0,379065.899 4655283.649 0.0,379227.579 4655348.489 0.0,379243.959 4655181.269 0.0))",926
"POLYGON ((379243.959 4655181.269 0.0,379023.349 4655097.119 0.0,379065.899 4655283.649 0.0,379243.959 4655181.269 0.0))",927
"POLYGON ((378792.199 4655693.369 0.0,378925.199 4655761.859 0.0,378893.249 4655638.489 0.0,378792.199 4655693.369 0.0))",928
"POLYGON ((378792.199 4655693.369 0.0,378800.909 4655830.909 0.0,378925.199 4655761.859 0.0,378792.199 4655693.369 0.0))",929
"POLYGON ((378735.869 4657302.969 0.0,378709.149 4657285.369 0.0,378709.779 4657310.899 0.0,378735.869 4657302.969 0.0))",930
"POLYGON ((379236.219 4653974.603 0.0,379494.109 4653824.929 0.0,379242.509 4653683.662 0.0,379236.219 4653974.603 0.0))",931
"POLYGON ((379491.939 4654057.063 0.0,379494.109 4653824.929 0.0,379236.219 4653974.603 0.0,379491.939 4654057.063 0.0))",932
"POLYGON ((378667.479 4657111.489 0.0,378639.659 4657105.669 0.0,378659.579 4657133.429 0.0,378667.479 4657111.489 0.0))",933
"POLYGON ((378667.479 4657111.489 0.0,378660.539 4657090.099 0.0,378639.659 4657105.669 0.0,378667.479 4657111.489 0.0))",934
"POLYGON ((380341.629 4658511.969 0.0,380165.359 4658627.009 0.0,380347.439 4658728.249 0.0,380341.629 4658511.969 0.0))",935
"POLYGON ((380341.629 4658511.969 0.0,380158.139 4658448.519 0.0,380165.359 4658627.009 0.0,380341.629 4658511.969 0.0))",936
"POLYGON ((379020.469 4656015.809 0.0,379146.879 4655913.469 0.0,378999.089 4655890.909 0.0,379020.469 4656015.809 0.0))",937
"POLYGON ((377498.518 4654795.279 0.0,377609.019 4654680.449 0.0,377416.696 4654662.339 0.0,377498.518 4654795.279 0.0))",938
"POLYGON ((380918.639 4657472.629 0.0,380705.599 4657511.659 0.0,380819.789 4657642.259 0.0,380918.639 4657472.629 0.0))",939
"POLYGON ((380918.639 4657472.629 0.0,380772.499 4657300.859 0.0,380705.599 4657511.659 0.0,380918.639 4657472.629 0.0))",940
"POLYGON ((380597.109 4657172.739 0.0,380847.219 4657045.769 0.0,380688.039 4656966.709 0.0,380597.109 4657172.739 0.0))",941
"POLYGON ((380772.499 4657300.859 0.0,380847.219 4657045.769 0.0,380597.109 4657172.739 0.0,380772.499 4657300.859 0.0))",942
