WKT,node
"POINT (382551.039 4658434.289 0.0)",1207
"POINT (382292.019 4658528.449 0.0)",1208
"POINT (381818.499 4658467.239 0.0)",1209
"POINT (382022.849 4658645.739 0.0)",1210
"POINT (380645.669 4658428.359 0.0)",1211
"POINT (380434.679 4658311.449 0.0)",1212
"POINT (380293.809 4658199.499 0.0)",1213
"POINT (380589.269 4658189.119 0.0)",1214
"POINT (378315.859 4656738.529 0.0)",1215
"POINT (378616.639 4656952.339 0.0)",1216
"POINT (378646.069 4656964.149 0.0)",1217
"POINT (378513.369 4656867.689 0.0)",1218
"POINT (378545.499 4656943.389 0.0)",1219
"POINT (378531.079 4656897.369 0.0)",1220
"POINT (378580.539 4656955.369 0.0)",1221
"POINT (378534.989 4656921.779 0.0)",1222
"POINT (378344.719 4656718.299 0.0)",1223
"POINT (378352.139 4656756.709 0.0)",1224
"POINT (378390.589 4656818.669 0.0)",1225
"POINT (378370.819 4656773.259 0.0)",1226
"POINT (378374.909 4656799.319 0.0)",1227
"POINT (378414.079 4656823.079 0.0)",1228
"POINT (378446.079 4656834.829 0.0)",1229
"POINT (378502.429 4656835.439 0.0)",1230
"POINT (378474.329 4656824.179 0.0)",1231
"POINT (378703.689 4656967.139 0.0)",1232
"POINT (378671.129 4657010.259 0.0)",1233
"POINT (378677.379 4656981.879 0.0)",1234
"POINT (378700.499 4657029.219 0.0)",1235
"POINT (378728.709 4657053.359 0.0)",1236
"POINT (378768.379 4657052.659 0.0)",1237
"POINT (379159.599 4657231.909 0.0)",1238
"POINT (379162.709 4657267.379 0.0)",1239
"POINT (379222.049 4657283.549 0.0)",1240
"POINT (379120.369 4657235.799 0.0)",1241
"POINT (379279.089 4657289.379 0.0)",1242
"POINT (379327.769 4657321.059 0.0)",1243
"POINT (379359.939 4657399.649 0.0)",1244
"POINT (379435.249 4657397.039 0.0)",1245
"POINT (379009.399 4657187.359 0.0)",1246
"POINT (379051.029 4657189.449 0.0)",1247
"POINT (379100.569 4657191.609 0.0)",1248
"POINT (378984.589 4657155.409 0.0)",1249
"POINT (378960.179 4657125.179 0.0)",1250
"POINT (378939.269 4657060.179 0.0)",1251
"POINT (378929.789 4657093.949 0.0)",1252
"POINT (378878.329 4657100.439 0.0)",1253
"POINT (378791.999 4657020.529 0.0)",1254
"POINT (378812.129 4657055.429 0.0)",1255
"POINT (379659.009 4657525.869 0.0)",1256
"POINT (379578.729 4657523.449 0.0)",1257
"POINT (379471.479 4657459.699 0.0)",1258
"POINT (379737.919 4657487.189 0.0)",1259
"POINT (379720.849 4657583.069 0.0)",1260
"POINT (379928.709 4657909.909 0.0)",1261
"POINT (379776.349 4657728.279 0.0)",1262
"POINT (379777.949 4657646.279 0.0)",1263
"POINT (379864.479 4657795.689 0.0)",1264
"POINT (380038.979 4657909.279 0.0)",1265
"POINT (380152.589 4657937.299 0.0)",1266
"POINT (380223.109 4658063.439 0.0)",1267
"POINT (381151.199 4658687.189 0.0)",1268
"POINT (381566.529 4658539.099 0.0)",1269
"POINT (380932.159 4658471.109 0.0)",1270
"POINT (382348.229 4658248.729 0.0)",1271
"POINT (382662.909 4658218.999 0.0)",1272
"POINT (382170.039 4658068.849 0.0)",1273
"POINT (382075.499 4658354.539 0.0)",1274
"POINT (380784.519 4658237.819 0.0)",1275
"POINT (380421.149 4658057.129 0.0)",1276
"POINT (378304.459 4656711.319 0.0)",1277
"POINT (378609.249 4656927.849 0.0)",1278
"POINT (378646.499 4656935.999 0.0)",1279
"POINT (378540.099 4656838.739 0.0)",1280
"POINT (378569.109 4656816.279 0.0)",1281
"POINT (378553.469 4656873.859 0.0)",1282
"POINT (378567.379 4656913.139 0.0)",1283
"POINT (378311.399 4656686.329 0.0)",1284
"POINT (378333.249 4656698.329 0.0)",1285
"POINT (378362.809 4656703.489 0.0)",1286
"POINT (378366.939 4656732.819 0.0)",1287
"POINT (378378.669 4656750.369 0.0)",1288
"POINT (378402.709 4656799.739 0.0)",1289
"POINT (378391.929 4656777.599 0.0)",1290
"POINT (378426.319 4656809.089 0.0)",1291
"POINT (378447.409 4656806.139 0.0)",1292
"POINT (378473.689 4656795.729 0.0)",1293
"POINT (378541.169 4656811.789 0.0)",1294
"POINT (378496.879 4656815.689 0.0)",1295
"POINT (378706.829 4656996.659 0.0)",1296
"POINT (378679.559 4656951.849 0.0)",1297
"POINT (378744.319 4657015.269 0.0)",1298
"POINT (379196.919 4657229.139 0.0)",1299
"POINT (379264.409 4657222.789 0.0)",1300
"POINT (379158.409 4657195.339 0.0)",1301
"POINT (379323.659 4657249.789 0.0)",1302
"POINT (379372.079 4657281.219 0.0)",1303
"POINT (379401.169 4657333.009 0.0)",1304
"POINT (379466.209 4657339.449 0.0)",1305
"POINT (379511.559 4657391.819 0.0)",1306
"POINT (379131.359 4657149.099 0.0)",1307
"POINT (379029.769 4657153.279 0.0)",1308
"POINT (379077.269 4657152.869 0.0)",1309
"POINT (379005.049 4657120.729 0.0)",1310
"POINT (378996.859 4657041.819 0.0)",1311
"POINT (378977.529 4657079.769 0.0)",1312
"POINT (378903.369 4657060.219 0.0)",1313
"POINT (378856.889 4657058.629 0.0)",1314
"POINT (378838.409 4657017.029 0.0)",1315
"POINT (379641.219 4657455.889 0.0)",1316
"POINT (379546.149 4657450.479 0.0)",1317
"POINT (379863.239 4657420.709 0.0)",1318
"POINT (379823.489 4657562.119 0.0)",1319
"POINT (379986.169 4657766.469 0.0)",1320
"POINT (379891.599 4657649.869 0.0)",1321
"POINT (380154.819 4657759.559 0.0)",1322
"POINT (380276.169 4657884.889 0.0)",1323
"POINT (380925.079 4658035.539 0.0)",1324
"POINT (381202.109 4658429.549 0.0)",1325
"POINT (381452.509 4658361.819 0.0)",1326
"POINT (381663.619 4658293.479 0.0)",1327
"POINT (381052.829 4658222.479 0.0)",1328
"POINT (382490.999 4657972.999 0.0)",1329
"POINT (381899.169 4658173.579 0.0)",1330
"POINT (380682.539 4657983.929 0.0)",1331
"POINT (380465.639 4657819.189 0.0)",1332
"POINT (380854.559 4657812.499 0.0)",1333
"POINT (378289.729 4656685.339 0.0)",1334
"POINT (378603.139 4656903.779 0.0)",1335
"POINT (378641.289 4656906.449 0.0)",1336
"POINT (378681.929 4656917.379 0.0)",1337
"POINT (378571.009 4656851.849 0.0)",1338
"POINT (378590.059 4656878.079 0.0)",1339
"POINT (378330.659 4656674.259 0.0)",1340
"POINT (378349.739 4656683.289 0.0)",1341
"POINT (378390.619 4656713.349 0.0)",1342
"POINT (378407.679 4656756.819 0.0)",1343
"POINT (378397.679 4656743.009 0.0)",1344
"POINT (378419.139 4656780.519 0.0)",1345
"POINT (378448.929 4656784.049 0.0)",1346
"POINT (378516.139 4656808.429 0.0)",1347
"POINT (378503.009 4656779.299 0.0)",1348
"POINT (378738.429 4656968.469 0.0)",1349
"POINT (378707.189 4656895.589 0.0)",1350
"POINT (378709.959 4656937.219 0.0)",1351
"POINT (378777.459 4656977.929 0.0)",1352
"POINT (379216.139 4657181.969 0.0)",1353
"POINT (379168.369 4657095.359 0.0)",1354
"POINT (379180.569 4657150.539 0.0)",1355
"POINT (379321.579 4657179.899 0.0)",1356
"POINT (379269.919 4657156.529 0.0)",1357
"POINT (379381.949 4657212.379 0.0)",1358
"POINT (379442.739 4657270.799 0.0)",1359
"POINT (379527.039 4657305.449 0.0)",1360
"POINT (379104.859 4657102.789 0.0)",1361
"POINT (379054.329 4657116.369 0.0)",1362
"POINT (379026.499 4657073.539 0.0)",1363
"POINT (378961.409 4657033.279 0.0)",1364
"POINT (378924.269 4657033.689 0.0)",1365
"POINT (378884.469 4657013.669 0.0)",1366
"POINT (378893.249 4656965.869 0.0)",1367
"POINT (378856.739 4656981.549 0.0)",1368
"POINT (378818.779 4656976.319 0.0)",1369
"POINT (379604.289 4657359.169 0.0)",1370
"POINT (379726.249 4657380.999 0.0)",1371
"POINT (379931.509 4657528.519 0.0)",1372
"POINT (380056.619 4657599.579 0.0)",1373
"POINT (380214.249 4657579.949 0.0)",1374
"POINT (380334.549 4657698.319 0.0)",1375
"POINT (381035.959 4657859.899 0.0)",1376
"POINT (381694.229 4658029.969 0.0)",1377
"POINT (381305.909 4658172.289 0.0)",1378
"POINT (381512.699 4658155.549 0.0)",1379
"POINT (381153.269 4658002.659 0.0)",1380
"POINT (382318.999 4657726.999 0.0)",1381
"POINT (381973.119 4657827.399 0.0)",1382
"POINT (380455.539 4657656.339 0.0)",1383
"POINT (381208.929 4657460.569 0.0)",1384
"POINT (381013.009 4657690.759 0.0)",1385
"POINT (380646.539 4657711.019 0.0)",1386
"POINT (380819.789 4657642.259 0.0)",1387
"POINT (378274.179 4656659.839 0.0)",1388
"POINT (378290.049 4656636.269 0.0)",1389
"POINT (378304.729 4656661.139 0.0)",1390
"POINT (378332.229 4656648.959 0.0)",1391
"POINT (378633.109 4656871.739 0.0)",1392
"POINT (378672.379 4656880.239 0.0)",1393
"POINT (378600.819 4656844.989 0.0)",1394
"POINT (378633.349 4656835.959 0.0)",1395
"POINT (378358.099 4656660.679 0.0)",1396
"POINT (378375.439 4656684.569 0.0)",1397
"POINT (378419.749 4656734.459 0.0)",1398
"POINT (378422.809 4656709.059 0.0)",1399
"POINT (378438.869 4656754.929 0.0)",1400
"POINT (378470.519 4656762.899 0.0)",1401
"POINT (378539.349 4656783.729 0.0)",1402
"POINT (378491.669 4656754.129 0.0)",1403
"POINT (378732.699 4656866.719 0.0)",1404
"POINT (378766.039 4656938.679 0.0)",1405
"POINT (378741.999 4656919.589 0.0)",1406
"POINT (378801.349 4656935.719 0.0)",1407
"POINT (379235.089 4657120.679 0.0)",1408
"POINT (379307.049 4657103.419 0.0)",1409
"POINT (379382.459 4657134.479 0.0)",1410
"POINT (379443.839 4657184.239 0.0)",1411
"POINT (379594.969 4657256.299 0.0)",1412
"POINT (379520.259 4657225.839 0.0)",1413
"POINT (379079.279 4657060.469 0.0)",1414
"POINT (379124.899 4657056.759 0.0)",1415
"POINT (378979.919 4657003.189 0.0)",1416
"POINT (379061.459 4656982.629 0.0)",1417
"POINT (379038.939 4657019.309 0.0)",1418
"POINT (378928.499 4656998.209 0.0)",1419
"POINT (378848.169 4656941.399 0.0)",1420
"POINT (379694.589 4657275.469 0.0)",1421
"POINT (380035.239 4657432.579 0.0)",1422
"POINT (380132.899 4657503.679 0.0)",1423
"POINT (380386.079 4657514.749 0.0)",1424
"POINT (381224.689 4657759.629 0.0)",1425
"POINT (381447.229 4657920.199 0.0)",1426
"POINT (381690.189 4657732.739 0.0)",1427
"POINT (381893.649 4657562.779 0.0)",1428
"POINT (382153.999 4657476.499 0.0)",1429
"POINT (380542.109 4657551.269 0.0)",1430
"POINT (380918.639 4657472.629 0.0)",1431
"POINT (380705.599 4657511.659 0.0)",1432
"POINT (378233.299 4656580.239 0.0)",1433
"POINT (378261.519 4656632.849 0.0)",1434
"POINT (378247.249 4656606.629 0.0)",1435
"POINT (378311.489 4656637.389 0.0)",1436
"POINT (378354.269 4656636.199 0.0)",1437
"POINT (378695.459 4656851.209 0.0)",1438
"POINT (378664.479 4656843.469 0.0)",1439
"POINT (378607.639 4656810.649 0.0)",1440
"POINT (378549.279 4656749.089 0.0)",1441
"POINT (378582.459 4656774.759 0.0)",1442
"POINT (378646.329 4656806.759 0.0)",1443
"POINT (378401.559 4656691.759 0.0)",1444
"POINT (378398.319 4656670.319 0.0)",1445
"POINT (378444.369 4656724.929 0.0)",1446
"POINT (378446.679 4656701.659 0.0)",1447
"POINT (378461.689 4656737.159 0.0)",1448
"POINT (378481.099 4656730.689 0.0)",1449
"POINT (378511.289 4656747.849 0.0)",1450
"POINT (378766.409 4656893.969 0.0)",1451
"POINT (378795.979 4656875.879 0.0)",1452
"POINT (379237.649 4657058.929 0.0)",1453
"POINT (379170.019 4657025.189 0.0)",1454
"POINT (379380.849 4657056.119 0.0)",1455
"POINT (379312.229 4657020.749 0.0)",1456
"POINT (379433.759 4657020.039 0.0)",1457
"POINT (379457.249 4657087.249 0.0)",1458
"POINT (379502.659 4657141.869 0.0)",1459
"POINT (379571.589 4657163.669 0.0)",1460
"POINT (379666.299 4657178.499 0.0)",1461
"POINT (379101.669 4657006.109 0.0)",1462
"POINT (379018.349 4656964.779 0.0)",1463
"POINT (378952.889 4656948.829 0.0)",1464
"POINT (378838.189 4656891.489 0.0)",1465
"POINT (378893.179 4656914.339 0.0)",1466
"POINT (379954.869 4657287.049 0.0)",1467
"POINT (379816.219 4657287.549 0.0)",1468
"POINT (379770.949 4657188.139 0.0)",1469
"POINT (380108.059 4657268.099 0.0)",1470
"POINT (380225.509 4657402.589 0.0)",1471
"POINT (381436.009 4657607.699 0.0)",1472
"POINT (381696.899 4657448.409 0.0)",1473
"POINT (381990.689 4657224.999 0.0)",1474
"POINT (380549.369 4657397.319 0.0)",1475
"POINT (380396.209 4657311.339 0.0)",1476
"POINT (380772.499 4657300.859 0.0)",1477
"POINT (378282.679 4656557.549 0.0)",1478
"POINT (378249.419 4656557.089 0.0)",1479
"POINT (378219.829 4656553.599 0.0)",1480
"POINT (378267.419 4656583.999 0.0)",1481
"POINT (378308.569 4656616.159 0.0)",1482
"POINT (378279.799 4656610.209 0.0)",1483
"POINT (378334.039 4656624.589 0.0)",1484
"POINT (378389.579 4656636.839 0.0)",1485
"POINT (378361.289 4656612.309 0.0)",1486
"POINT (378678.439 4656804.869 0.0)",1487
"POINT (378621.729 4656777.069 0.0)",1488
"POINT (378591.939 4656740.919 0.0)",1489
"POINT (378653.089 4656767.369 0.0)",1490
"POINT (378429.309 4656684.729 0.0)",1491
"POINT (378426.879 4656653.779 0.0)",1492
"POINT (378473.429 4656713.669 0.0)",1493
"POINT (378499.699 4656719.829 0.0)",1494
"POINT (378528.359 4656719.109 0.0)",1495
"POINT (378606.439 4656709.819 0.0)",1496
"POINT (378567.029 4656713.199 0.0)",1497
"POINT (378717.569 4656816.349 0.0)",1498
"POINT (378767.359 4656839.129 0.0)",1499
"POINT (378816.629 4656847.119 0.0)",1500
"POINT (379238.309 4656987.829 0.0)",1501
"POINT (379161.809 4656963.129 0.0)",1502
"POINT (379379.079 4656987.599 0.0)",1503
"POINT (379312.179 4656951.549 0.0)",1504
"POINT (379504.069 4657009.009 0.0)",1505
"POINT (379551.709 4657073.019 0.0)",1506
"POINT (379638.499 4657083.239 0.0)",1507
"POINT (379735.499 4657092.589 0.0)",1508
"POINT (379086.899 4656940.309 0.0)",1509
"POINT (379010.559 4656912.319 0.0)",1510
"POINT (378946.489 4656883.129 0.0)",1511
"POINT (378892.379 4656795.009 0.0)",1512
"POINT (378878.059 4656853.279 0.0)",1513
"POINT (379827.759 4657111.809 0.0)",1514
"POINT (379878.849 4657180.709 0.0)",1515
"POINT (380168.729 4657143.719 0.0)",1516
"POINT (380256.029 4657231.309 0.0)",1517
"POINT (381477.469 4657316.459 0.0)",1518
"POINT (381301.179 4657187.699 0.0)",1519
"POINT (381701.569 4657197.689 0.0)",1520
"POINT (381047.489 4657192.419 0.0)",1521
"POINT (381827.499 4656972.999 0.0)",1522
"POINT (380847.219 4657045.769 0.0)",1523
"POINT (380412.019 4657145.919 0.0)",1524
"POINT (380597.109 4657172.739 0.0)",1525
"POINT (378261.399 4656531.169 0.0)",1526
"POINT (378233.919 4656530.119 0.0)",1527
"POINT (378206.209 4656527.039 0.0)",1528
"POINT (378191.609 4656500.979 0.0)",1529
"POINT (378305.669 4656584.089 0.0)",1530
"POINT (378312.649 4656551.359 0.0)",1531
"POINT (378336.319 4656598.349 0.0)",1532
"POINT (378426.409 4656614.899 0.0)",1533
"POINT (378365.159 4656586.369 0.0)",1534
"POINT (378392.709 4656599.239 0.0)",1535
"POINT (378695.139 4656769.879 0.0)",1536
"POINT (378625.439 4656740.659 0.0)",1537
"POINT (378463.019 4656674.769 0.0)",1538
"POINT (378457.049 4656586.499 0.0)",1539
"POINT (378461.169 4656631.829 0.0)",1540
"POINT (378545.029 4656691.489 0.0)",1541
"POINT (378504.339 4656687.809 0.0)",1542
"POINT (378578.029 4656678.459 0.0)",1543
"POINT (378709.179 4656729.329 0.0)",1544
"POINT (378750.489 4656725.739 0.0)",1545
"POINT (378749.239 4656774.629 0.0)",1546
"POINT (378792.989 4656799.199 0.0)",1547
"POINT (378841.769 4656797.999 0.0)",1548
"POINT (379236.059 4656925.789 0.0)",1549
"POINT (379159.439 4656900.039 0.0)",1550
"POINT (379310.779 4656888.499 0.0)",1551
"POINT (379450.789 4656956.579 0.0)",1552
"POINT (379389.189 4656916.389 0.0)",1553
"POINT (379807.889 4657016.809 0.0)",1554
"POINT (379600.099 4656996.289 0.0)",1555
"POINT (379703.149 4657000.689 0.0)",1556
"POINT (379082.709 4656873.199 0.0)",1557
"POINT (379006.329 4656847.459 0.0)",1558
"POINT (378942.369 4656825.339 0.0)",1559
"POINT (379921.549 4657064.139 0.0)",1560
"POINT (380026.459 4657130.159 0.0)",1561
"POINT (380151.219 4657005.619 0.0)",1562
"POINT (380126.799 4656896.199 0.0)",1563
"POINT (380305.579 4657043.459 0.0)",1564
"POINT (381514.719 4657011.829 0.0)",1565
"POINT (381047.509 4656930.639 0.0)",1566
"POINT (380877.289 4656815.279 0.0)",1567
"POINT (381236.419 4656948.749 0.0)",1568
"POINT (381661.309 4656723.499 0.0)",1569
"POINT (380688.039 4656966.709 0.0)",1570
"POINT (380494.039 4657002.119 0.0)",1571
"POINT (380406.509 4656879.029 0.0)",1572
"POINT (378179.249 4656473.829 0.0)",1573
"POINT (378167.609 4656446.339 0.0)",1574
"POINT (378331.849 4656525.349 0.0)",1575
"POINT (378296.299 4656528.979 0.0)",1576
"POINT (378271.369 4656503.449 0.0)",1577
"POINT (378247.619 4656510.099 0.0)",1578
"POINT (378222.029 4656500.509 0.0)",1579
"POINT (378229.179 4656467.379 0.0)",1580
"POINT (378203.679 4656474.819 0.0)",1581
"POINT (378346.739 4656560.839 0.0)",1582
"POINT (378423.919 4656575.039 0.0)",1583
"POINT (378390.419 4656564.599 0.0)",1584
"POINT (378694.469 4656677.909 0.0)",1585
"POINT (378618.729 4656670.989 0.0)",1586
"POINT (378657.429 4656717.819 0.0)",1587
"POINT (378498.089 4656645.129 0.0)",1588
"POINT (378494.779 4656604.019 0.0)",1589
"POINT (378541.709 4656658.989 0.0)",1590
"POINT (378583.949 4656635.709 0.0)",1591
"POINT (378729.729 4656694.559 0.0)",1592
"POINT (378767.739 4656686.819 0.0)",1593
"POINT (378797.659 4656742.389 0.0)",1594
"POINT (379233.859 4656863.659 0.0)",1595
"POINT (379155.879 4656836.719 0.0)",1596
"POINT (379305.459 4656820.899 0.0)",1597
"POINT (379382.529 4656842.029 0.0)",1598
"POINT (379462.649 4656878.009 0.0)",1599
"POINT (379535.999 4656928.449 0.0)",1600
"POINT (379754.879 4656920.399 0.0)",1601
"POINT (379924.079 4656802.959 0.0)",1602
"POINT (379879.609 4656932.449 0.0)",1603
"POINT (379643.269 4656906.689 0.0)",1604
"POINT (378867.609 4656737.079 0.0)",1605
"POINT (379079.039 4656810.379 0.0)",1606
"POINT (379001.959 4656786.059 0.0)",1607
"POINT (378932.069 4656761.319 0.0)",1608
"POINT (380023.419 4656953.109 0.0)",1609
"POINT (380246.919 4656855.179 0.0)",1610
"POINT (381385.879 4656732.699 0.0)",1611
"POINT (381132.749 4656751.809 0.0)",1612
"POINT (381490.999 4656476.499 0.0)",1613
"POINT (380981.519 4656618.709 0.0)",1614
"POINT (380604.999 4656781.109 0.0)",1615
"POINT (380395.749 4656719.689 0.0)",1616
"POINT (378152.479 4656420.689 0.0)",1617
"POINT (378137.979 4656394.709 0.0)",1618
"POINT (378190.389 4656447.809 0.0)",1619
"POINT (378306.319 4656495.839 0.0)",1620
"POINT (378249.389 4656485.269 0.0)",1621
"POINT (378281.359 4656469.769 0.0)",1622
"POINT (378211.669 4656453.459 0.0)",1623
"POINT (378451.119 4656540.279 0.0)",1624
"POINT (378484.929 4656552.949 0.0)",1625
"POINT (378375.659 4656524.199 0.0)",1626
"POINT (378353.289 4656489.699 0.0)",1627
"POINT (378418.199 4656529.659 0.0)",1628
"POINT (378629.129 4656622.209 0.0)",1629
"POINT (378655.749 4656663.009 0.0)",1630
"POINT (378516.449 4656569.059 0.0)",1631
"POINT (378537.729 4656612.549 0.0)",1632
"POINT (378585.659 4656578.119 0.0)",1633
"POINT (378730.949 4656649.619 0.0)",1634
"POINT (378777.159 4656626.299 0.0)",1635
"POINT (378813.769 4656675.229 0.0)",1636
"POINT (379278.449 4656749.529 0.0)",1637
"POINT (379226.609 4656790.209 0.0)",1638
"POINT (379151.239 4656769.349 0.0)",1639
"POINT (379356.439 4656755.429 0.0)",1640
"POINT (379456.189 4656783.009 0.0)",1641
"POINT (379558.069 4656831.329 0.0)",1642
"POINT (379797.969 4656818.629 0.0)",1643
"POINT (379619.769 4656739.799 0.0)",1644
"POINT (379681.529 4656827.409 0.0)",1645
"POINT (379829.669 4656713.729 0.0)",1646
"POINT (378867.019 4656664.989 0.0)",1647
"POINT (378928.539 4656694.579 0.0)",1648
"POINT (379148.169 4656682.799 0.0)",1649
"POINT (378992.809 4656657.099 0.0)",1650
"POINT (379074.259 4656744.659 0.0)",1651
"POINT (378995.989 4656724.729 0.0)",1652
"POINT (380085.659 4656770.889 0.0)",1653
"POINT (380240.099 4656662.239 0.0)",1654
"POINT (379935.369 4656638.309 0.0)",1655
"POINT (381194.999 4656505.179 0.0)",1656
"POINT (381320.599 4656229.499 0.0)",1657
"POINT (380778.409 4656589.019 0.0)",1658
"POINT (380924.129 4656432.259 0.0)",1659
"POINT (380535.899 4656559.539 0.0)",1660
"POINT (380360.299 4656558.269 0.0)",1661
"POINT (380203.299 4656326.629 0.0)",1662
"POINT (378112.899 4656340.759 0.0)",1663
"POINT (378124.539 4656368.149 0.0)",1664
"POINT (378147.939 4656360.709 0.0)",1665
"POINT (378173.449 4656414.649 0.0)",1666
"POINT (378206.689 4656423.739 0.0)",1667
"POINT (378170.839 4656374.439 0.0)",1668
"POINT (378320.819 4656458.219 0.0)",1669
"POINT (378257.779 4656450.469 0.0)",1670
"POINT (378292.029 4656430.569 0.0)",1671
"POINT (378233.819 4656434.489 0.0)",1672
"POINT (378361.989 4656442.109 0.0)",1673
"POINT (378474.169 4656494.329 0.0)",1674
"POINT (378441.309 4656497.079 0.0)",1675
"POINT (378404.879 4656478.309 0.0)",1676
"POINT (378683.699 4656617.209 0.0)",1677
"POINT (378519.759 4656514.599 0.0)",1678
"POINT (378546.789 4656557.859 0.0)",1679
"POINT (378609.269 4656544.649 0.0)",1680
"POINT (378642.939 4656571.639 0.0)",1681
"POINT (378737.609 4656586.009 0.0)",1682
"POINT (378839.839 4656618.909 0.0)",1683
"POINT (379305.029 4656682.559 0.0)",1684
"POINT (379220.819 4656714.359 0.0)",1685
"POINT (379406.279 4656678.099 0.0)",1686
"POINT (379520.229 4656708.419 0.0)",1687
"POINT (379714.369 4656715.559 0.0)",1688
"POINT (379776.569 4656593.179 0.0)",1689
"POINT (378915.749 4656622.259 0.0)",1690
"POINT (379070.839 4656667.839 0.0)",1691
"POINT (380080.449 4656580.829 0.0)",1692
"POINT (379975.559 4656522.699 0.0)",1693
"POINT (380228.199 4656482.519 0.0)",1694
"POINT (379871.899 4656484.569 0.0)",1695
"POINT (381040.159 4656236.029 0.0)",1696
"POINT (381158.809 4655976.999 0.0)",1697
"POINT (380673.749 4656367.629 0.0)",1698
"POINT (380817.489 4656243.499 0.0)",1699
"POINT (380404.089 4656358.299 0.0)",1700
"POINT (378098.569 4656314.549 0.0)",1701
"POINT (378131.959 4656329.649 0.0)",1702
"POINT (378174.359 4656336.619 0.0)",1703
"POINT (378199.409 4656361.829 0.0)",1704
"POINT (378228.359 4656403.229 0.0)",1705
"POINT (378217.699 4656328.889 0.0)",1706
"POINT (378197.989 4656389.909 0.0)",1707
"POINT (378327.529 4656412.549 0.0)",1708
"POINT (378297.709 4656395.689 0.0)",1709
"POINT (378261.839 4656405.529 0.0)",1710
"POINT (378365.699 4656393.749 0.0)",1711
"POINT (378407.789 4656421.009 0.0)",1712
"POINT (378501.399 4656463.019 0.0)",1713
"POINT (378454.669 4656441.899 0.0)",1714
"POINT (378695.069 4656550.089 0.0)",1715
"POINT (378546.249 4656462.159 0.0)",1716
"POINT (378583.299 4656502.209 0.0)",1717
"POINT (378587.289 4656458.759 0.0)",1718
"POINT (378644.049 4656519.309 0.0)",1719
"POINT (378744.459 4656528.989 0.0)",1720
"POINT (378802.599 4656560.369 0.0)",1721
"POINT (378790.679 4656499.379 0.0)",1722
"POINT (378942.619 4656545.159 0.0)",1723
"POINT (378875.429 4656557.949 0.0)",1724
"POINT (379227.309 4656624.319 0.0)",1725
"POINT (379340.859 4656573.589 0.0)",1726
"POINT (379481.049 4656581.419 0.0)",1727
"POINT (379624.649 4656616.299 0.0)",1728
"POINT (379713.409 4656461.069 0.0)",1729
"POINT (378997.129 4656569.219 0.0)",1730
"POINT (379131.149 4656580.259 0.0)",1731
"POINT (379051.169 4656600.399 0.0)",1732
"POINT (381000.599 4655721.999 0.0)",1733
"POINT (380055.369 4656419.969 0.0)",1734
"POINT (379869.319 4656348.939 0.0)",1735
"POINT (380753.009 4655713.669 0.0)",1736
"POINT (380816.609 4655986.319 0.0)",1737
"POINT (380529.739 4656117.989 0.0)",1738
"POINT (380274.729 4656161.619 0.0)",1739
"POINT (378084.849 4656288.019 0.0)",1740
"POINT (378071.299 4656261.399 0.0)",1741
"POINT (378120.049 4656294.089 0.0)",1742
"POINT (378152.569 4656298.929 0.0)",1743
"POINT (378140.719 4656271.289 0.0)",1744
"POINT (378235.469 4656367.849 0.0)",1745
"POINT (378324.529 4656369.339 0.0)",1746
"POINT (378282.599 4656360.469 0.0)",1747
"POINT (378405.989 4656362.599 0.0)",1748
"POINT (378455.299 4656383.419 0.0)",1749
"POINT (378544.599 4656374.169 0.0)",1750
"POINT (378446.079 4656331.549 0.0)",1751
"POINT (378511.119 4656408.599 0.0)",1752
"POINT (378697.329 4656485.699 0.0)",1753
"POINT (378579.139 4656409.829 0.0)",1754
"POINT (378635.759 4656452.469 0.0)",1755
"POINT (378758.169 4656455.899 0.0)",1756
"POINT (378845.229 4656500.719 0.0)",1757
"POINT (378811.489 4656450.609 0.0)",1758
"POINT (378906.529 4656500.299 0.0)",1759
"POINT (379234.519 4656507.179 0.0)",1760
"POINT (379413.679 4656461.459 0.0)",1761
"POINT (379327.379 4656490.359 0.0)",1762
"POINT (379554.129 4656471.269 0.0)",1763
"POINT (379623.179 4656397.699 0.0)",1764
"POINT (379689.659 4656320.489 0.0)",1765
"POINT (378979.259 4656474.789 0.0)",1766
"POINT (379133.539 4656482.239 0.0)",1767
"POINT (379064.319 4656520.279 0.0)",1768
"POINT (379181.949 4656396.879 0.0)",1769
"POINT (380842.309 4655467.499 0.0)",1770
"POINT (380054.119 4656210.739 0.0)",1771
"POINT (379826.509 4656192.519 0.0)",1772
"POINT (380131.779 4655995.229 0.0)",1773
"POINT (380552.169 4655848.219 0.0)",1774
"POINT (380324.319 4655937.079 0.0)",1775
"POINT (378106.919 4656256.449 0.0)",1776
"POINT (378192.949 4656295.839 0.0)",1777
"POINT (378166.239 4656265.359 0.0)",1778
"POINT (378137.879 4656239.169 0.0)",1779
"POINT (378260.319 4656320.619 0.0)",1780
"POINT (378309.589 4656321.179 0.0)",1781
"POINT (378358.899 4656341.199 0.0)",1782
"POINT (378236.199 4656286.149 0.0)",1783
"POINT (378402.179 4656304.639 0.0)",1784
"POINT (378504.889 4656336.949 0.0)",1785
"POINT (378706.069 4656412.359 0.0)",1786
"POINT (378637.609 4656332.069 0.0)",1787
"POINT (378644.149 4656378.379 0.0)",1788
"POINT (378788.199 4656376.269 0.0)",1789
