WKT,node
"POINT (379056.439 4657576.979 0.0)",608
"POINT (379055.299 4657669.619 0.0)",609
"POINT (379047.669 4657620.499 0.0)",610
"POINT (379043.999 4657645.549 0.0)",611
"POINT (379053.489 4657604.339 0.0)",612
"POINT (379065.169 4657592.029 0.0)",613
"POINT (379033.499 4657871.999 0.0)",614
"POINT (379113.119 4657966.499 0.0)",615
"POINT (381310.909 4661011.499 0.0)",616
"POINT (381187.099 4660879.999 0.0)",617
"POINT (381051.599 4660737.499 0.0)",618
"POINT (380923.409 4660585.499 0.0)",619
"POINT (378626.899 4657299.659 0.0)",620
"POINT (378653.799 4657280.959 0.0)",621
"POINT (378598.249 4657256.669 0.0)",622
"POINT (378589.119 4657226.309 0.0)",623
"POINT (378542.729 4657195.759 0.0)",624
"POINT (378557.929 4657179.209 0.0)",625
"POINT (378556.849 4657222.089 0.0)",626
"POINT (378963.289 4657418.089 0.0)",627
"POINT (378959.609 4657404.889 0.0)",628
"POINT (378980.789 4657415.139 0.0)",629
"POINT (379009.689 4657443.439 0.0)",630
"POINT (379002.569 4657429.369 0.0)",631
"POINT (379023.849 4657445.619 0.0)",632
"POINT (379038.339 4657470.799 0.0)",633
"POINT (379033.119 4657458.069 0.0)",634
"POINT (379049.349 4657480.799 0.0)",635
"POINT (379077.219 4657554.909 0.0)",636
"POINT (379079.359 4657523.929 0.0)",637
"POINT (379073.559 4657537.779 0.0)",638
"POINT (379062.429 4657514.339 0.0)",639
"POINT (379059.309 4657496.969 0.0)",640
"POINT (378945.489 4657381.879 0.0)",641
"POINT (378956.279 4657392.659 0.0)",642
"POINT (378908.959 4657354.569 0.0)",643
"POINT (378912.629 4657373.789 0.0)",644
"POINT (378929.109 4657381.319 0.0)",645
"POINT (378850.079 4657350.689 0.0)",646
"POINT (378819.269 4657343.279 0.0)",647
"POINT (378833.809 4657351.769 0.0)",648
"POINT (378868.289 4657338.799 0.0)",649
"POINT (378881.859 4657344.069 0.0)",650
"POINT (378895.669 4657349.419 0.0)",651
"POINT (378683.899 4657267.199 0.0)",652
"POINT (378709.149 4657285.369 0.0)",653
"POINT (378802.749 4657332.909 0.0)",654
"POINT (378785.439 4657322.379 0.0)",655
"POINT (378762.809 4657307.649 0.0)",656
"POINT (378804.739 4657312.089 0.0)",657
"POINT (378729.649 4657277.299 0.0)",658
"POINT (378733.569 4657259.319 0.0)",659
"POINT (378748.349 4657288.479 0.0)",660
"POINT (379066.219 4657828.019 0.0)",661
"POINT (379082.099 4657667.309 0.0)",662
"POINT (379069.319 4657735.909 0.0)",663
"POINT (379080.499 4657576.259 0.0)",664
"POINT (379069.749 4657641.379 0.0)",665
"POINT (379070.359 4657613.369 0.0)",666
"POINT (379087.919 4657599.849 0.0)",667
"POINT (379055.499 4657916.999 0.0)",668
"POINT (379077.689 4657961.999 0.0)",669
"POINT (379138.219 4657995.199 0.0)",670
"POINT (379102.089 4658005.499 0.0)",671
"POINT (380814.309 4660417.999 0.0)",672
"POINT (381535.599 4660812.499 0.0)",673
"POINT (381235.919 4660636.539 0.0)",674
"POINT (381024.959 4660477.619 0.0)",675
"POINT (381733.259 4660342.039 0.0)",676
"POINT (381760.409 4660613.999 0.0)",677
"POINT (378540.549 4657142.719 0.0)",678
"POINT (378658.199 4657251.629 0.0)",679
"POINT (378628.069 4657264.949 0.0)",680
"POINT (378610.619 4657241.199 0.0)",681
"POINT (378529.999 4657168.739 0.0)",682
"POINT (378571.969 4657200.079 0.0)",683
"POINT (378966.859 4657387.059 0.0)",684
"POINT (378973.159 4657399.759 0.0)",685
"POINT (379022.499 4657428.979 0.0)",686
"POINT (379009.469 4657416.689 0.0)",687
"POINT (379038.769 4657439.529 0.0)",688
"POINT (379053.099 4657458.689 0.0)",689
"POINT (379071.509 4657477.199 0.0)",690
"POINT (379101.539 4657566.019 0.0)",691
"POINT (379090.429 4657540.959 0.0)",692
"POINT (379083.759 4657500.479 0.0)",693
"POINT (378960.699 4657374.629 0.0)",694
"POINT (378924.899 4657360.749 0.0)",695
"POINT (378961.279 4657358.219 0.0)",696
"POINT (378941.659 4657367.249 0.0)",697
"POINT (378855.859 4657333.979 0.0)",698
"POINT (378863.079 4657323.129 0.0)",699
"POINT (378838.579 4657335.269 0.0)",700
"POINT (378879.899 4657321.809 0.0)",701
"POINT (378921.679 4657340.479 0.0)",702
"POINT (378899.309 4657334.359 0.0)",703
"POINT (378712.249 4657257.389 0.0)",704
"POINT (378821.589 4657322.299 0.0)",705
"POINT (378785.699 4657300.629 0.0)",706
"POINT (378747.029 4657270.149 0.0)",707
"POINT (378766.399 4657284.349 0.0)",708
"POINT (378713.199 4657235.489 0.0)",709
"POINT (378687.989 4657237.609 0.0)",710
"POINT (379105.289 4657783.129 0.0)",711
"POINT (379099.739 4657652.039 0.0)",712
"POINT (379108.639 4657684.009 0.0)",713
"POINT (379112.149 4657723.919 0.0)",714
"POINT (379105.449 4657595.269 0.0)",715
"POINT (379123.869 4657639.759 0.0)",716
"POINT (379129.149 4657577.339 0.0)",717
"POINT (379098.159 4657622.109 0.0)",718
"POINT (379112.789 4657913.849 0.0)",719
"POINT (379116.529 4657847.009 0.0)",720
"POINT (379159.479 4657809.409 0.0)",721
"POINT (379156.049 4657950.319 0.0)",722
"POINT (379139.309 4658088.999 0.0)",723
"POINT (379217.659 4658123.199 0.0)",724
"POINT (379122.409 4658050.999 0.0)",725
"POINT (379254.689 4658365.999 0.0)",726
"POINT (380700.189 4660253.499 0.0)",727
"POINT (380964.419 4660286.679 0.0)",728
"POINT (381451.129 4660524.549 0.0)",729
"POINT (381165.119 4660387.069 0.0)",730
"POINT (381985.099 4660414.999 0.0)",731
"POINT (382143.659 4659974.059 0.0)",732
"POINT (382209.909 4660216.499 0.0)",733
"POINT (378517.459 4657141.629 0.0)",734
"POINT (378661.419 4657228.559 0.0)",735
"POINT (378680.059 4657207.289 0.0)",736
"POINT (378637.589 4657234.989 0.0)",737
"POINT (378619.519 4657215.859 0.0)",738
"POINT (378601.309 4657194.899 0.0)",739
"POINT (378561.429 4657157.369 0.0)",740
"POINT (378560.569 4657129.629 0.0)",741
"POINT (378583.539 4657174.079 0.0)",742
"POINT (378985.899 4657395.629 0.0)",743
"POINT (379007.259 4657401.119 0.0)",744
"POINT (379045.049 4657421.659 0.0)",745
"POINT (379025.939 4657409.219 0.0)",746
"POINT (379059.859 4657436.809 0.0)",747
"POINT (379076.409 4657454.179 0.0)",748
"POINT (379097.539 4657474.229 0.0)",749
"POINT (379103.149 4657520.509 0.0)",750
"POINT (379119.359 4657548.019 0.0)",751
"POINT (379117.439 4657496.809 0.0)",752
"POINT (378979.629 4657372.969 0.0)",753
"POINT (378977.139 4657352.199 0.0)",754
"POINT (378943.519 4657346.419 0.0)",755
"POINT (378845.449 4657315.389 0.0)",756
"POINT (378864.349 4657306.829 0.0)",757
"POINT (378881.939 4657300.469 0.0)",758
"POINT (378895.779 4657312.299 0.0)",759
"POINT (378913.959 4657316.119 0.0)",760
"POINT (378730.699 4657242.459 0.0)",761
"POINT (378748.319 4657250.529 0.0)",762
"POINT (378826.019 4657302.089 0.0)",763
"POINT (378806.609 4657289.699 0.0)",764
"POINT (378787.059 4657275.009 0.0)",765
"POINT (378809.639 4657263.859 0.0)",766
"POINT (378767.119 4657261.639 0.0)",767
"POINT (378728.099 4657223.019 0.0)",768
"POINT (378706.939 4657216.979 0.0)",769
"POINT (379152.389 4657749.969 0.0)",770
"POINT (379206.379 4657824.819 0.0)",771
"POINT (379133.649 4657664.549 0.0)",772
"POINT (379146.349 4657700.589 0.0)",773
"POINT (379134.819 4657613.239 0.0)",774
"POINT (379150.229 4657642.259 0.0)",775
"POINT (379171.879 4657880.969 0.0)",776
"POINT (379224.569 4657935.369 0.0)",777
"POINT (379174.999 4658182.499 0.0)",778
"POINT (379327.659 4658321.209 0.0)",779
"POINT (379212.689 4658274.999 0.0)",780
"POINT (379194.119 4658025.199 0.0)",781
"POINT (379372.809 4658519.999 0.0)",782
"POINT (379307.909 4658444.999 0.0)",783
"POINT (379473.599 4658522.679 0.0)",784
"POINT (379434.809 4658593.499 0.0)",785
"POINT (379553.409 4658753.999 0.0)",786
"POINT (379491.499 4658675.499 0.0)",787
"POINT (379620.189 4658827.999 0.0)",788
"POINT (379696.499 4658892.499 0.0)",789
"POINT (380579.409 4660094.499 0.0)",790
"POINT (380725.889 4660103.569 0.0)",791
"POINT (380497.809 4659912.999 0.0)",792
"POINT (380609.279 4659762.189 0.0)",793
"POINT (380398.689 4659739.999 0.0)",794
"POINT (381110.159 4660118.029 0.0)",795
"POINT (380879.449 4660109.029 0.0)",796
"POINT (381550.389 4660198.039 0.0)",797
"POINT (381318.309 4660193.919 0.0)",798
"POINT (381773.979 4660145.789 0.0)",799
"POINT (381957.159 4660191.389 0.0)",800
"POINT (382434.599 4660017.499 0.0)",801
"POINT (379844.809 4659009.499 0.0)",802
"POINT (379772.089 4658942.499 0.0)",803
"POINT (379903.309 4659047.499 0.0)",804
"POINT (379963.309 4659082.499 0.0)",805
"POINT (378504.829 4657114.559 0.0)",806
"POINT (378517.439 4657088.879 0.0)",807
"POINT (378534.809 4657115.349 0.0)",808
"POINT (378649.759 4657209.709 0.0)",809
"POINT (378635.149 4657188.119 0.0)",810
"POINT (378614.409 4657164.649 0.0)",811
"POINT (378590.589 4657141.719 0.0)",812
"POINT (379105.579 4657446.289 0.0)",813
"POINT (379001.169 4657381.269 0.0)",814
"POINT (379025.409 4657388.209 0.0)",815
"POINT (379065.219 4657411.549 0.0)",816
"POINT (379043.999 4657374.509 0.0)",817
"POINT (379046.899 4657398.009 0.0)",818
"POINT (379084.999 4657427.779 0.0)",819
"POINT (379124.589 4657472.019 0.0)",820
"POINT (379148.859 4657493.279 0.0)",821
"POINT (379136.169 4657520.359 0.0)",822
"POINT (379151.879 4657550.659 0.0)",823
"POINT (378995.889 4657357.589 0.0)",824
"POINT (378940.109 4657324.349 0.0)",825
"POINT (378962.869 4657337.549 0.0)",826
"POINT (378933.419 4657299.469 0.0)",827
"POINT (378867.759 4657290.099 0.0)",828
"POINT (378848.939 4657293.609 0.0)",829
"POINT (378905.009 4657293.099 0.0)",830
"POINT (378747.169 4657230.469 0.0)",831
"POINT (378767.049 4657239.089 0.0)",832
"POINT (378832.529 4657279.369 0.0)",833
"POINT (378788.359 4657250.719 0.0)",834
"POINT (378704.709 4657194.309 0.0)",835
"POINT (378744.129 4657210.469 0.0)",836
"POINT (378724.719 4657203.549 0.0)",837
"POINT (379193.469 4657715.949 0.0)",838
"POINT (379204.279 4657770.759 0.0)",839
"POINT (379165.089 4657586.289 0.0)",840
"POINT (379180.429 4657669.469 0.0)",841
"POINT (379225.179 4657687.709 0.0)",842
"POINT (379178.399 4657624.289 0.0)",843
"POINT (379285.109 4657996.999 0.0)",844
"POINT (379247.229 4657861.949 0.0)",845
"POINT (379257.299 4657801.349 0.0)",846
"POINT (379304.649 4657915.789 0.0)",847
"POINT (379281.719 4658198.339 0.0)",848
"POINT (379291.669 4658092.669 0.0)",849
"POINT (379421.989 4658418.099 0.0)",850
"POINT (379557.889 4658578.159 0.0)",851
"POINT (379665.469 4658616.469 0.0)",852
"POINT (379616.189 4658705.549 0.0)",853
"POINT (379689.469 4658793.939 0.0)",854
"POINT (379772.219 4658833.629 0.0)",855
"POINT (380744.519 4659957.249 0.0)",856
"POINT (380320.089 4659555.999 0.0)",857
"POINT (380238.499 4659373.999 0.0)",858
"POINT (380484.399 4659591.459 0.0)",859
"POINT (381028.659 4659930.569 0.0)",860
"POINT (381661.289 4659979.989 0.0)",861
"POINT (381458.329 4660018.849 0.0)",862
"POINT (381253.299 4659953.549 0.0)",863
"POINT (381886.929 4659958.799 0.0)",864
"POINT (382353.009 4659749.459 0.0)",865
"POINT (383108.809 4659421.499 0.0)",866
"POINT (382884.099 4659620.499 0.0)",867
"POINT (382659.309 4659818.999 0.0)",868
"POINT (379883.679 4658915.129 0.0)",869
"POINT (380030.589 4659043.999 0.0)",870
"POINT (380129.589 4659210.499 0.0)",871
"POINT (378449.609 4657008.589 0.0)",872
"POINT (378463.409 4657035.079 0.0)",873
"POINT (378477.219 4657061.579 0.0)",874
"POINT (378491.019 4657088.069 0.0)",875
"POINT (378581.359 4657111.279 0.0)",876
"POINT (378544.519 4657085.069 0.0)",877
"POINT (378558.279 4657104.959 0.0)",878
"POINT (378594.789 4657089.739 0.0)",879
"POINT (378661.489 4657183.709 0.0)",880
"POINT (378607.199 4657111.339 0.0)",881
"POINT (378645.939 4657160.659 0.0)",882
"POINT (378626.239 4657136.959 0.0)",883
"POINT (378687.859 4657178.759 0.0)",884
"POINT (379136.559 4657438.959 0.0)",885
"POINT (379011.809 4657340.919 0.0)",886
"POINT (379059.389 4657363.329 0.0)",887
"POINT (379020.809 4657367.319 0.0)",888
"POINT (379068.989 4657382.249 0.0)",889
"POINT (379085.529 4657402.799 0.0)",890
"POINT (379113.399 4657410.589 0.0)",891
"POINT (379158.729 4657463.239 0.0)",892
"POINT (379174.289 4657519.169 0.0)",893
"POINT (379189.089 4657486.009 0.0)",894
"POINT (379189.069 4657548.509 0.0)",895
"POINT (378986.019 4657334.689 0.0)",896
"POINT (378966.449 4657308.929 0.0)",897
"POINT (378926.979 4657271.119 0.0)",898
"POINT (378954.469 4657281.509 0.0)",899
"POINT (378860.079 4657270.469 0.0)",900
"POINT (378883.509 4657279.139 0.0)",901
"POINT (378902.489 4657268.629 0.0)",902
"POINT (378764.839 4657217.149 0.0)",903
"POINT (378787.119 4657225.289 0.0)",904
"POINT (378836.469 4657253.149 0.0)",905
"POINT (378810.219 4657237.239 0.0)",906
"POINT (378708.419 4657174.529 0.0)",907
"POINT (378724.729 4657183.679 0.0)",908
"POINT (378739.689 4657192.859 0.0)",909
"POINT (378757.529 4657194.709 0.0)",910
"POINT (379260.659 4657678.769 0.0)",911
"POINT (379252.659 4657733.099 0.0)",912
"POINT (379242.439 4657547.489 0.0)",913
"POINT (379210.809 4657583.849 0.0)",914
"POINT (379227.259 4657637.679 0.0)",915
"POINT (379357.759 4657967.999 0.0)",916
"POINT (379325.249 4657841.569 0.0)",917
"POINT (379326.659 4657766.869 0.0)",918
"POINT (379369.519 4658044.489 0.0)",919
"POINT (379439.119 4657996.219 0.0)",920
"POINT (379377.929 4658239.169 0.0)",921
"POINT (379425.489 4658311.299 0.0)",922
"POINT (379383.969 4658160.739 0.0)",923
"POINT (379547.959 4658467.579 0.0)",924
"POINT (379519.459 4658347.949 0.0)",925
"POINT (379681.799 4658514.319 0.0)",926
"POINT (379761.989 4658602.399 0.0)",927
"POINT (379742.229 4658710.029 0.0)",928
"POINT (380846.639 4659758.529 0.0)",929
"POINT (380683.629 4659612.899 0.0)",930
"POINT (380390.889 4659410.439 0.0)",931
"POINT (380282.609 4659236.359 0.0)",932
"POINT (380559.779 4659450.329 0.0)",933
"POINT (381161.759 4659700.829 0.0)",934
"POINT (381475.919 4659780.059 0.0)",935
"POINT (381760.169 4659794.739 0.0)",936
"POINT (383390.909 4659171.999 0.0)",937
"POINT (383013.679 4659123.929 0.0)",938
"POINT (382020.379 4659710.699 0.0)",939
"POINT (382273.649 4659472.609 0.0)",940
"POINT (382791.599 4659318.079 0.0)",941
"POINT (382581.519 4659546.769 0.0)",942
"POINT (379888.049 4658782.839 0.0)",943
"POINT (380001.549 4658862.359 0.0)",944
"POINT (380228.029 4659053.779 0.0)",945
"POINT (380382.179 4659095.699 0.0)",946
"POINT (378490.139 4657038.919 0.0)",947
"POINT (378496.489 4656992.029 0.0)",948
"POINT (378483.349 4657017.429 0.0)",949
"POINT (378509.289 4657058.709 0.0)",950
"POINT (378531.579 4657066.839 0.0)",951
"POINT (378571.699 4657082.589 0.0)",952
"POINT (378466.749 4656986.159 0.0)",953
"POINT (378425.229 4656956.349 0.0)",954
"POINT (378439.179 4656980.659 0.0)",955
"POINT (378436.859 4656940.289 0.0)",956
"POINT (378416.589 4656928.779 0.0)",957
"POINT (378403.699 4656901.879 0.0)",958
"POINT (378593.939 4657067.549 0.0)",959
"POINT (378616.549 4657077.429 0.0)",960
"POINT (378673.729 4657156.839 0.0)",961
"POINT (378642.609 4657077.509 0.0)",962
"POINT (378639.659 4657105.669 0.0)",963
"POINT (378659.579 4657133.429 0.0)",964
"POINT (378698.749 4657155.859 0.0)",965
"POINT (379146.629 4657406.719 0.0)",966
"POINT (379044.659 4657347.279 0.0)",967
"POINT (379101.039 4657374.539 0.0)",968
"POINT (379132.759 4657375.819 0.0)",969
"POINT (379225.519 4657475.039 0.0)",970
"POINT (379170.449 4657430.829 0.0)",971
"POINT (379177.279 4657401.369 0.0)",972
"POINT (379197.349 4657452.619 0.0)",973
"POINT (379215.839 4657512.769 0.0)",974
"POINT (378999.779 4657312.629 0.0)",975
"POINT (379031.859 4657317.729 0.0)",976
"POINT (378986.529 4657288.339 0.0)",977
"POINT (378975.979 4657257.169 0.0)",978
"POINT (378945.429 4657248.949 0.0)",979
"POINT (378886.369 4657254.679 0.0)",980
"POINT (378860.739 4657238.489 0.0)",981
"POINT (378914.279 4657241.849 0.0)",982
"POINT (378781.829 4657198.869 0.0)",983
"POINT (378806.959 4657208.449 0.0)",984
"POINT (378834.729 4657222.919 0.0)",985
"POINT (378724.679 4657161.039 0.0)",986
"POINT (378744.779 4657175.169 0.0)",987
"POINT (378770.819 4657172.309 0.0)",988
"POINT (379389.679 4657724.029 0.0)",989
"POINT (379310.169 4657697.019 0.0)",990
"POINT (379265.049 4657584.149 0.0)",991
"POINT (379288.049 4657638.359 0.0)",992
"POINT (379394.819 4657901.829 0.0)",993
"POINT (379422.299 4657804.459 0.0)",994
"POINT (379456.909 4657736.709 0.0)",995
"POINT (379470.689 4658102.799 0.0)",996
"POINT (379552.709 4658018.909 0.0)",997
"POINT (379480.429 4658230.059 0.0)",998
"POINT (379764.799 4658403.879 0.0)",999
"POINT (379588.429 4658279.959 0.0)",1000
"POINT (379641.259 4658385.119 0.0)",1001
"POINT (379824.819 4658524.779 0.0)",1002
"POINT (379893.619 4658411.499 0.0)",1003
"POINT (379861.259 4658647.369 0.0)",1004
"POINT (380895.359 4659570.329 0.0)",1005
"POINT (380727.759 4659461.529 0.0)",1006
"POINT (380487.229 4659236.939 0.0)",1007
"POINT (380650.059 4659327.669 0.0)",1008
"POINT (381129.469 4659432.439 0.0)",1009
"POINT (381434.699 4659519.789 0.0)",1010
"POINT (381734.089 4659580.579 0.0)",1011
"POINT (382894.259 4658832.489 0.0)",1012
"POINT (383204.999 4658936.499 0.0)",1013
"POINT (382710.029 4659038.049 0.0)",1014
"POINT (381991.989 4659419.029 0.0)",1015
"POINT (382199.899 4659288.219 0.0)",1016
"POINT (382485.519 4659250.279 0.0)",1017
"POINT (380514.479 4659009.409 0.0)",1018
"POINT (380027.699 4658717.629 0.0)",1019
"POINT (380177.739 4658852.209 0.0)",1020
"POINT (380361.539 4658915.669 0.0)",1021
"POINT (378517.419 4657021.819 0.0)",1022
"POINT (378534.039 4657044.429 0.0)",1023
"POINT (378553.539 4657059.339 0.0)",1024
"POINT (378584.769 4657027.999 0.0)",1025
"POINT (378577.649 4657049.709 0.0)",1026
"POINT (378480.629 4656965.799 0.0)",1027
"POINT (378454.709 4656955.269 0.0)",1028
"POINT (378392.649 4656875.769 0.0)",1029
"POINT (378450.899 4656920.759 0.0)",1030
"POINT (378426.139 4656891.539 0.0)",1031
"POINT (378609.479 4657012.209 0.0)",1032
"POINT (378605.019 4657042.709 0.0)",1033
"POINT (378686.849 4657128.869 0.0)",1034
"POINT (378660.539 4657090.099 0.0)",1035
"POINT (378667.479 4657111.489 0.0)",1036
"POINT (378715.999 4657136.549 0.0)",1037
"POINT (379148.399 4657348.339 0.0)",1038
"POINT (379163.169 4657375.649 0.0)",1039
"POINT (379066.429 4657318.929 0.0)",1040
"POINT (379079.909 4657349.259 0.0)",1041
"POINT (379117.569 4657343.339 0.0)",1042
"POINT (379197.779 4657371.769 0.0)",1043
"POINT (379232.069 4657442.939 0.0)",1044
"POINT (379208.749 4657415.439 0.0)",1045
"POINT (379260.229 4657504.229 0.0)",1046
"POINT (379304.719 4657544.529 0.0)",1047
"POINT (379020.709 4657289.909 0.0)",1048
"POINT (379053.819 4657290.159 0.0)",1049
"POINT (379007.509 4657260.789 0.0)",1050
"POINT (378994.559 4657240.039 0.0)",1051
"POINT (378937.119 4657221.639 0.0)",1052
"POINT (378887.449 4657223.329 0.0)",1053
"POINT (378859.319 4657206.359 0.0)",1054
"POINT (378913.049 4657206.529 0.0)",1055
"POINT (378798.599 4657178.989 0.0)",1056
"POINT (378828.089 4657190.249 0.0)",1057
"POINT (378749.379 4657145.619 0.0)",1058
"POINT (378785.249 4657148.029 0.0)",1059
"POINT (379440.079 4657661.509 0.0)",1060
"POINT (379515.949 4657706.059 0.0)",1061
"POINT (379357.689 4657647.909 0.0)",1062
"POINT (379316.879 4657595.149 0.0)",1063
"POINT (379497.689 4657907.279 0.0)",1064
"POINT (379516.539 4657787.499 0.0)",1065
"POINT (379609.849 4658146.309 0.0)",1066
"POINT (379602.399 4657940.099 0.0)",1067
"POINT (379760.849 4658117.369 0.0)",1068
"POINT (379833.509 4658321.829 0.0)",1069
"POINT (379722.929 4658260.909 0.0)",1070
"POINT (380015.339 4658366.949 0.0)",1071
"POINT (379995.849 4658543.129 0.0)",1072
"POINT (379927.369 4658308.399 0.0)",1073
"POINT (380856.649 4659323.529 0.0)",1074
"POINT (381106.729 4659181.169 0.0)",1075
"POINT (380709.489 4659108.339 0.0)",1076
"POINT (381390.109 4659238.239 0.0)",1077
"POINT (381711.399 4659350.299 0.0)",1078
"POINT (383019.189 4658700.999 0.0)",1079
"POINT (382483.259 4658977.739 0.0)",1080
"POINT (381978.819 4659203.419 0.0)",1081
"POINT (382258.829 4659088.489 0.0)",1082
"POINT (380498.379 4658832.719 0.0)",1083
"POINT (380648.049 4658867.069 0.0)",1084
"POINT (380165.359 4658627.009 0.0)",1085
"POINT (380347.439 4658728.249 0.0)",1086
"POINT (378503.089 4656961.919 0.0)",1087
"POINT (378523.419 4656986.979 0.0)",1088
"POINT (378547.849 4657002.659 0.0)",1089
"POINT (378556.159 4657027.109 0.0)",1090
"POINT (378484.109 4656934.859 0.0)",1091
"POINT (378481.029 4656903.519 0.0)",1092
"POINT (378330.869 4656822.499 0.0)",1093
"POINT (378347.159 4656847.299 0.0)",1094
"POINT (378320.829 4656794.449 0.0)",1095
"POINT (378371.799 4656829.029 0.0)",1096
"POINT (378374.149 4656855.599 0.0)",1097
"POINT (378456.289 4656891.529 0.0)",1098
"POINT (378417.009 4656863.299 0.0)",1099
"POINT (378637.389 4657027.229 0.0)",1100
"POINT (378664.539 4657069.129 0.0)",1101
"POINT (378636.199 4657053.289 0.0)",1102
"POINT (378707.479 4657111.789 0.0)",1103
"POINT (378684.519 4657094.249 0.0)",1104
"POINT (378733.539 4657113.079 0.0)",1105
"POINT (379143.199 4657310.929 0.0)",1106
"POINT (379178.209 4657337.739 0.0)",1107
"POINT (379085.619 4657291.489 0.0)",1108
"POINT (379103.459 4657314.549 0.0)",1109
"POINT (379241.169 4657378.279 0.0)",1110
"POINT (379259.719 4657418.539 0.0)",1111
"POINT (379264.349 4657459.909 0.0)",1112
"POINT (379308.519 4657485.629 0.0)",1113
"POINT (379043.189 4657262.829 0.0)",1114
"POINT (379081.839 4657264.369 0.0)",1115
"POINT (379024.069 4657226.429 0.0)",1116
"POINT (378965.799 4657222.989 0.0)",1117
"POINT (378940.539 4657193.529 0.0)",1118
"POINT (378882.419 4657186.969 0.0)",1119
"POINT (378818.669 4657156.039 0.0)",1120
"POINT (378851.599 4657169.679 0.0)",1121
"POINT (378913.509 4657171.839 0.0)",1122
"POINT (378768.579 4657116.019 0.0)",1123
"POINT (378805.649 4657122.329 0.0)",1124
"POINT (379504.349 4657637.359 0.0)",1125
"POINT (379381.149 4657582.929 0.0)",1126
"POINT (379467.139 4657587.919 0.0)",1127
"POINT (379362.509 4657513.189 0.0)",1128
"POINT (379593.129 4657847.659 0.0)",1129
"POINT (379589.389 4657740.239 0.0)",1130
"POINT (379573.299 4657650.279 0.0)",1131
"POINT (379696.519 4658020.769 0.0)",1132
"POINT (379866.409 4658052.529 0.0)",1133
"POINT (379691.139 4657901.779 0.0)",1134
"POINT (379869.219 4658198.339 0.0)",1135
"POINT (380158.139 4658448.519 0.0)",1136
"POINT (380001.639 4658200.169 0.0)",1137
"POINT (380907.339 4659064.609 0.0)",1138
"POINT (380793.389 4658920.789 0.0)",1139
"POINT (381250.649 4659064.059 0.0)",1140
"POINT (381453.889 4658980.239 0.0)",1141
"POINT (381705.219 4659107.859 0.0)",1142
"POINT (382834.809 4658464.499 0.0)",1143
"POINT (382310.639 4658840.449 0.0)",1144
"POINT (382582.819 4658730.959 0.0)",1145
"POINT (382005.599 4658966.609 0.0)",1146
"POINT (380534.519 4658647.749 0.0)",1147
"POINT (380489.129 4658474.879 0.0)",1148
"POINT (380782.619 4658678.059 0.0)",1149
"POINT (380341.629 4658511.969 0.0)",1150
"POINT (380269.239 4658337.509 0.0)",1151
"POINT (378611.519 4656981.459 0.0)",1152
"POINT (378478.309 4656879.889 0.0)",1153
"POINT (378516.259 4656939.439 0.0)",1154
"POINT (378551.139 4656973.639 0.0)",1155
"POINT (378526.449 4656961.439 0.0)",1156
"POINT (378503.989 4656892.989 0.0)",1157
"POINT (378577.369 4656997.499 0.0)",1158
"POINT (378510.209 4656914.309 0.0)",1159
"POINT (378325.829 4656765.979 0.0)",1160
"POINT (378349.139 4656812.689 0.0)",1161
"POINT (378349.289 4656783.519 0.0)",1162
"POINT (378397.759 4656844.079 0.0)",1163
"POINT (378446.029 4656865.169 0.0)",1164
"POINT (378424.049 4656843.129 0.0)",1165
"POINT (378477.239 4656852.449 0.0)",1166
"POINT (378640.839 4656996.379 0.0)",1167
"POINT (378663.509 4657037.739 0.0)",1168
"POINT (378716.469 4657086.209 0.0)",1169
"POINT (378692.949 4657059.149 0.0)",1170
"POINT (378749.839 4657083.179 0.0)",1171
"POINT (379184.159 4657305.019 0.0)",1172
"POINT (379217.699 4657337.219 0.0)",1173
"POINT (379113.529 4657278.379 0.0)",1174
"POINT (379262.759 4657332.889 0.0)",1175
"POINT (379290.529 4657381.659 0.0)",1176
"POINT (379347.969 4657461.979 0.0)",1177
"POINT (379303.759 4657434.109 0.0)",1178
"POINT (378993.479 4657213.089 0.0)",1179
"POINT (379070.459 4657229.639 0.0)",1180
"POINT (378973.439 4657186.509 0.0)",1181
"POINT (378946.189 4657161.279 0.0)",1182
"POINT (378880.049 4657148.409 0.0)",1183
"POINT (378843.409 4657131.719 0.0)",1184
"POINT (378915.759 4657135.059 0.0)",1185
"POINT (378788.279 4657087.209 0.0)",1186
"POINT (378829.919 4657092.909 0.0)",1187
"POINT (379539.259 4657584.119 0.0)",1188
"POINT (379623.059 4657590.199 0.0)",1189
"POINT (379429.389 4657525.009 0.0)",1190
"POINT (379401.139 4657458.599 0.0)",1191
"POINT (379501.129 4657521.459 0.0)",1192
"POINT (379685.929 4657791.879 0.0)",1193
"POINT (379676.839 4657673.609 0.0)",1194
"POINT (379809.699 4657948.059 0.0)",1195
"POINT (379770.779 4657836.449 0.0)",1196
"POINT (379968.769 4658063.829 0.0)",1197
"POINT (380125.819 4658263.899 0.0)",1198
"POINT (380083.659 4658076.319 0.0)",1199
"POINT (380956.229 4658825.209 0.0)",1200
"POINT (381106.149 4658964.169 0.0)",1201
"POINT (381281.019 4658892.029 0.0)",1202
"POINT (381423.529 4658748.859 0.0)",1203
"POINT (381372.299 4658557.089 0.0)",1204
"POINT (381712.099 4658784.299 0.0)",1205
"POINT (380955.549 4658665.389 0.0)",1206
