WKT,element
"POLYGON ((585265.993 5032083.35,585340.552 5032056.205,585323.923 5032122.723,585265.993 5032083.35))",1532
"POLYGON ((585323.923 5032122.723,585285.948 5032179.801,585260.173 5032130.744,585323.923 5032122.723))",1533
"POLYGON ((585340.552 5032056.205,585269.045 5032007.98,585345.541 5031991.35,585340.552 5032056.205))",1534
"POLYGON ((585363.833 5032242.455,585285.948 5032179.801,585382.126 5032164.296,585363.833 5032242.455))",1535
"POLYGON ((585382.126 5032164.296,585285.948 5032179.801,585323.923 5032122.723,585382.126 5032164.296))",1536
"POLYGON ((585285.948 5032179.801,585363.833 5032242.455,585281.791 5032213.891,585285.948 5032179.801))",1537
"POLYGON ((585535.116 5032164.296,585570.038 5032146.004,585586.668 5032182.589,585535.116 5032164.296))",1538
"POLYGON ((585501.858 5032190.903,585535.116 5032164.296,585550.083 5032222.499,585501.858 5032190.903))",1539
"POLYGON ((585541.768 5032132.7,585570.038 5032146.004,585535.116 5032164.296,585541.768 5032132.7))",1540
"POLYGON ((585327.249 5031971.395,585345.541 5031991.35,585269.045 5032007.98,585327.249 5031971.395))",1541
"POLYGON ((585586.668 5032182.589,585550.083 5032222.499,585535.116 5032164.296,585586.668 5032182.589))",1542
"POLYGON ((585211.258 5032283.457,585239.944 5032247.288,585244.375 5032283.735,585211.258 5032283.457))",1543
"POLYGON ((585211.258 5032283.457,585181.443 5032265.806,585239.944 5032247.288,585211.258 5032283.457))",1544
"POLYGON ((585300.641 5032312.298,585244.375 5032283.735,585252.689 5032257.128,585300.641 5032312.298))",1545
"POLYGON ((585252.689 5032257.128,585244.375 5032283.735,585239.944 5032247.288,585252.689 5032257.128))",1546
"POLYGON ((585266.824 5032237.173,585252.689 5032257.128,585239.944 5032247.288,585266.824 5032237.173))",1547
"POLYGON ((585300.641 5032312.298,585232.734 5032311.174,585244.375 5032283.735,585300.641 5032312.298))",1548
"POLYGON ((585239.944 5032247.288,585237.45 5032220.68,585266.824 5032237.173,585239.944 5032247.288))",1549
"POLYGON ((585211.258 5032283.457,585244.375 5032283.735,585232.734 5032311.174,585211.258 5032283.457))",1550
"POLYGON ((585197.812 5032436.726,585289.001 5032403.76,585220.82 5032465.289,585197.812 5032436.726))",1551
"POLYGON ((585216.105 5032381.017,585172.179 5032354.132,585220.262 5032351.084,585216.105 5032381.017))",1552
"POLYGON ((585289.001 5032403.76,585216.105 5032381.017,585220.262 5032351.084,585289.001 5032403.76))",1553
"POLYGON ((585289.001 5032403.76,585197.812 5032436.726,585216.105 5032381.017,585289.001 5032403.76))",1554
"POLYGON ((585300.641 5032312.298,585289.001 5032403.76,585220.262 5032351.084,585300.641 5032312.298))",1555
"POLYGON ((585232.734 5032311.174,585300.641 5032312.298,585220.262 5032351.084,585232.734 5032311.174))",1556
"POLYGON ((585176.752 5032317.131,585232.734 5032311.174,585220.262 5032351.084,585176.752 5032317.131))",1557
"POLYGON ((585300.641 5032312.298,585252.689 5032257.128,585266.824 5032237.173,585300.641 5032312.298))",1558
"POLYGON ((585176.752 5032317.131,585211.258 5032283.457,585232.734 5032311.174,585176.752 5032317.131))",1559
"POLYGON ((585363.833 5032242.455,585372.148 5032279.039,585333.9 5032297.332,585363.833 5032242.455))",1560
"POLYGON ((585540.105 5032325.602,585450.306 5032289.017,585490.217 5032247.443,585540.105 5032325.602))",1561
"POLYGON ((585540.105 5032325.602,585490.217 5032247.443,585550.083 5032222.499,585540.105 5032325.602))",1562
"POLYGON ((585281.791 5032213.891,585363.833 5032242.455,585333.9 5032297.332,585281.791 5032213.891))",1563
"POLYGON ((585372.148 5032279.039,585450.306 5032289.017,585352.193 5032327.265,585372.148 5032279.039))",1564
"POLYGON ((585300.641 5032312.298,585266.824 5032237.173,585333.9 5032297.332,585300.641 5032312.298))",1565
"POLYGON ((585333.9 5032297.332,585372.148 5032279.039,585352.193 5032327.265,585333.9 5032297.332))",1566
"POLYGON ((585450.306 5032289.017,585511.835 5032372.164,585425.362 5032390.457,585450.306 5032289.017))",1567
"POLYGON ((585425.362 5032390.457,585352.193 5032327.265,585450.306 5032289.017,585425.362 5032390.457))",1568
"POLYGON ((585511.835 5032372.164,585450.306 5032289.017,585540.105 5032325.602,585511.835 5032372.164))",1569
"POLYGON ((585266.824 5032237.173,585281.791 5032213.891,585333.9 5032297.332,585266.824 5032237.173))",1570
"POLYGON ((585550.083 5032222.499,585490.217 5032247.443,585501.858 5032190.903,585550.083 5032222.499))",1571
"POLYGON ((585216.105 5032048.429,585265.993 5032083.35,585198.786 5032113.005,585216.105 5032048.429))",1572
"POLYGON ((585194.213 5032553.425,585225.809 5032548.436,585224.146 5032624.932,585194.213 5032553.425))",1573
"POLYGON ((585077.599 5032655.021,585101.362 5032594.706,585122.499 5032689.942,585077.599 5032655.021))",1574
"POLYGON ((585064.777 5032782.618,585132.684 5032779.585,585102.751 5032827.811,585064.777 5032782.618))",1575
"POLYGON ((585079.262 5032741.494,585122.499 5032731.516,585132.684 5032779.585,585079.262 5032741.494))",1576
"POLYGON ((585142.662 5032871.047,585094.229 5032917.766,585102.751 5032827.811,585142.662 5032871.047))",1577
"POLYGON ((585101.362 5032594.706,585177.584 5032683.135,585122.499 5032689.942,585101.362 5032594.706))",1578
"POLYGON ((585102.751 5032827.811,585094.229 5032917.766,585048.979 5032870.754,585102.751 5032827.811))",1579
"POLYGON ((585117.51 5032972.643,585125.201 5033012.242,585067.621 5032980.958,585117.51 5032972.643))",1580
"POLYGON ((585079.38 5033180.218,585168.437 5033144.861,585119.29 5033235.095,585079.38 5033180.218))",1581
"POLYGON ((585138.778 5032984.666,585125.201 5033012.242,585117.51 5032972.643,585138.778 5032984.666))",1582
"POLYGON ((585055.267 5033127.003,585149.729 5033043.006,585168.437 5033144.861,585055.267 5033127.003))",1583
"POLYGON ((585041.132 5033054.665,585125.201 5033012.242,585149.729 5033043.006,585041.132 5033054.665))",1584
"POLYGON ((585117.51 5032972.643,585094.229 5032917.766,585189.224 5032959.183,585117.51 5032972.643))",1585
"POLYGON ((585119.29 5033235.095,585080.211 5033293.298,585056.93 5033270.848,585119.29 5033235.095))",1586
"POLYGON ((585122.499 5032731.516,585122.499 5032689.942,585177.584 5032683.135,585122.499 5032731.516))",1587
"POLYGON ((585079.262 5032741.494,585132.684 5032779.585,585064.777 5032782.618,585079.262 5032741.494))",1588
"POLYGON ((585177.584 5032683.135,585164.28 5032772.934,585122.499 5032731.516,585177.584 5032683.135))",1589
"POLYGON ((585164.28 5032772.934,585132.684 5032779.585,585122.499 5032731.516,585164.28 5032772.934))",1590
"POLYGON ((585224.146 5032624.932,585125.474 5032577.245,585153.744 5032553.963,585224.146 5032624.932))",1591
"POLYGON ((585224.146 5032624.932,585177.584 5032683.135,585125.474 5032577.245,585224.146 5032624.932))",1592
"POLYGON ((585125.474 5032577.245,585101.362 5032594.706,585053.694 5032594.843,585125.474 5032577.245))",1593
"POLYGON ((585125.201 5033012.242,585178.688 5032996.306,585149.729 5033043.006,585125.201 5033012.242))",1594
"POLYGON ((585094.229 5032917.766,585142.662 5032871.047,585189.224 5032959.183,585094.229 5032917.766))",1595
"POLYGON ((585138.778 5032984.666,585117.51 5032972.643,585189.224 5032959.183,585138.778 5032984.666))",1596
"POLYGON ((585168.437 5033144.861,585079.38 5033180.218,585055.267 5033127.003,585168.437 5033144.861))",1597
"POLYGON ((585178.688 5032996.306,585216.936 5033007.947,585149.729 5033043.006,585178.688 5032996.306))",1598
"POLYGON ((585149.729 5033043.006,585221.925 5033114.376,585168.437 5033144.861,585149.729 5033043.006))",1599
"POLYGON ((585189.224 5032959.183,585178.688 5032996.306,585138.778 5032984.666,585189.224 5032959.183))",1600
"POLYGON ((585190.329 5033240.759,585168.437 5033144.861,585200.307 5033199.186,585190.329 5033240.759))",1601
"POLYGON ((585125.201 5033012.242,585138.778 5032984.666,585178.688 5032996.306,585125.201 5033012.242))",1602
"POLYGON ((585101.362 5032594.706,585125.474 5032577.245,585177.584 5032683.135,585101.362 5032594.706))",1603
"POLYGON ((585125.474 5032577.245,585053.694 5032594.843,585138.504 5032492.987,585125.474 5032577.245))",1604
"POLYGON ((585168.437 5033144.861,585165.111 5033285.38,585119.29 5033235.095,585168.437 5033144.861))",1605
"POLYGON ((585115.964 5033352.332,585078.015 5033361.044,585082.705 5033329.051,585115.964 5033352.332))",1606
"POLYGON ((585115.964 5033352.332,585082.705 5033329.051,585137.583 5033319.073,585115.964 5033352.332))",1607
"POLYGON ((585100.465 5033440.865,585084.251 5033383.494,585172.179 5033418.0,585100.465 5033440.865))",1608
"POLYGON ((585084.251 5033383.494,585078.015 5033361.044,585115.964 5033352.332,585084.251 5033383.494))",1609
"POLYGON ((585172.179 5033418.0,585106.285 5033495.327,585100.465 5033440.865,585172.179 5033418.0))",1610
"POLYGON ((585100.465 5033440.865,585082.796 5033471.37,585049.537 5033378.245,585100.465 5033440.865))",1611
"POLYGON ((585082.705 5033329.051,585080.211 5033293.298,585137.583 5033319.073,585082.705 5033329.051))",1612
"POLYGON ((585100.465 5033440.865,585049.537 5033378.245,585084.251 5033383.494,585100.465 5033440.865))",1613
"POLYGON ((585084.459 5033557.843,585082.796 5033471.37,585106.285 5033495.327,585084.459 5033557.843))",1614
"POLYGON ((585084.459 5033557.843,585139.959 5033573.069,585129.358 5033601.08,585084.459 5033557.843))",1615
"POLYGON ((585106.285 5033495.327,585191.303 5033493.664,585115.847 5033524.013,585106.285 5033495.327))",1616
"POLYGON ((585115.847 5033524.013,585139.959 5033573.069,585084.459 5033557.843,585115.847 5033524.013))",1617
"POLYGON ((585115.847 5033524.013,585084.459 5033557.843,585106.285 5033495.327,585115.847 5033524.013))",1618
"POLYGON ((585082.796 5033471.37,585100.465 5033440.865,585106.285 5033495.327,585082.796 5033471.37))",1619
"POLYGON ((585115.964 5033352.332,585172.179 5033418.0,585084.251 5033383.494,585115.964 5033352.332))",1620
"POLYGON ((585043.093 5033321.549,585080.211 5033293.298,585082.705 5033329.051,585043.093 5033321.549))",1621
"POLYGON ((585137.583 5033319.073,585140.077 5033270.017,585165.111 5033285.38,585137.583 5033319.073))",1622
"POLYGON ((585140.077 5033270.017,585137.583 5033319.073,585080.211 5033293.298,585140.077 5033270.017))",1623
"POLYGON ((585159.707 5033334.021,585165.111 5033285.38,585186.73 5033342.492,585159.707 5033334.021))",1624
"POLYGON ((585165.111 5033285.38,585159.707 5033334.021,585137.583 5033319.073,585165.111 5033285.38))",1625
"POLYGON ((585219.157 5033229.412,585186.73 5033342.492,585165.111 5033285.38,585219.157 5033229.412))",1626
"POLYGON ((585172.179 5033418.0,585159.707 5033334.021,585193.382 5033400.695,585172.179 5033418.0))",1627
"POLYGON ((585140.077 5033270.017,585119.29 5033235.095,585165.111 5033285.38,585140.077 5033270.017))",1628
"POLYGON ((585159.707 5033334.021,585172.179 5033418.0,585115.964 5033352.332,585159.707 5033334.021))",1629
"POLYGON ((585158.252 5033625.036,585169.061 5033680.329,585129.358 5033601.08,585158.252 5033625.036))",1630
"POLYGON ((585158.252 5033625.036,585139.959 5033573.069,585188.302 5033620.898,585158.252 5033625.036))",1631
"POLYGON ((585204.932 5033660.808,585169.061 5033680.329,585158.252 5033625.036,585204.932 5033660.808))",1632
"POLYGON ((585158.252 5033625.036,585129.358 5033601.08,585139.959 5033573.069,585158.252 5033625.036))",1633
"POLYGON ((585169.061 5033680.329,585204.932 5033660.808,585182.78 5033713.588,585169.061 5033680.329))",1634
"POLYGON ((585191.303 5033493.664,585106.285 5033495.327,585172.179 5033418.0,585191.303 5033493.664))",1635
"POLYGON ((585188.302 5033620.898,585204.932 5033660.808,585158.252 5033625.036,585188.302 5033620.898))",1636
"POLYGON ((585209.089 5033608.426,585188.302 5033620.898,585139.959 5033573.069,585209.089 5033608.426))",1637
"POLYGON ((585139.959 5033573.069,585115.847 5033524.013,585191.303 5033493.664,585139.959 5033573.069))",1638
"POLYGON ((585129.358 5033601.08,585169.061 5033680.329,585139.336 5033749.082,585129.358 5033601.08))",1639
"POLYGON ((585186.73 5033342.492,585193.382 5033400.695,585159.707 5033334.021,585186.73 5033342.492))",1640
"POLYGON ((585115.964 5033352.332,585137.583 5033319.073,585159.707 5033334.021,585115.964 5033352.332))",1641
"POLYGON ((585080.211 5033293.298,585119.29 5033235.095,585140.077 5033270.017,585080.211 5033293.298))",1642
"POLYGON ((585189.224 5032959.183,585216.936 5033007.947,585178.688 5032996.306,585189.224 5032959.183))",1643
"POLYGON ((585119.29 5033235.095,585056.93 5033270.848,585079.38 5033180.218,585119.29 5033235.095))",1644
"POLYGON ((585221.925 5033114.376,585216.936 5033164.264,585168.437 5033144.861,585221.925 5033114.376))",1645
"POLYGON ((585165.111 5033285.38,585168.437 5033144.861,585190.329 5033240.759,585165.111 5033285.38))",1646
"POLYGON ((585252.416 5033210.288,585200.307 5033199.186,585216.936 5033164.264,585252.416 5033210.288))",1647
"POLYGON ((585216.936 5033164.264,585200.307 5033199.186,585168.437 5033144.861,585216.936 5033164.264))",1648
"POLYGON ((585200.307 5033199.186,585252.416 5033210.288,585219.157 5033229.412,585200.307 5033199.186))",1649
"POLYGON ((585241.88 5033069.476,585221.925 5033114.376,585149.729 5033043.006,585241.88 5033069.476))",1650
"POLYGON ((585200.307 5033199.186,585219.157 5033229.412,585190.329 5033240.759,585200.307 5033199.186))",1651
"POLYGON ((585165.111 5033285.38,585190.329 5033240.759,585219.157 5033229.412,585165.111 5033285.38))",1652
"POLYGON ((585172.179 5033418.0,585193.382 5033400.695,585191.303 5033493.664,585172.179 5033418.0))",1653
"POLYGON ((585218.326 5033560.597,585216.663 5033503.797,585234.955 5033546.203,585218.326 5033560.597))",1654
"POLYGON ((585216.663 5033503.797,585191.303 5033493.664,585193.382 5033400.695,585216.663 5033503.797))",1655
"POLYGON ((585218.326 5033560.597,585209.089 5033608.426,585139.959 5033573.069,585218.326 5033560.597))",1656
"POLYGON ((585244.101 5033152.085,585216.936 5033164.264,585221.925 5033114.376,585244.101 5033152.085))",1657
"POLYGON ((585149.729 5033043.006,585216.936 5033007.947,585241.88 5033041.206,585149.729 5033043.006))",1658
"POLYGON ((585241.88 5033069.476,585149.729 5033043.006,585241.88 5033041.206,585241.88 5033069.476))",1659
"POLYGON ((585216.936 5033007.947,585250.753 5032965.835,585241.88 5033041.206,585216.936 5033007.947))",1660
"POLYGON ((585241.88 5033041.206,585303.967 5033025.701,585280.686 5033093.882,585241.88 5033041.206))",1661
"POLYGON ((585250.753 5032965.835,585303.967 5033025.701,585241.88 5033041.206,585250.753 5032965.835))",1662
"POLYGON ((585280.686 5033093.882,585303.967 5033025.701,585330.574 5033053.971,585280.686 5033093.882))",1663
"POLYGON ((585241.88 5033069.476,585280.686 5033093.882,585221.925 5033114.376,585241.88 5033069.476))",1664
"POLYGON ((585216.936 5033164.264,585244.101 5033152.085,585252.416 5033210.288,585216.936 5033164.264))",1665
"POLYGON ((585218.326 5033560.597,585191.303 5033493.664,585216.663 5033503.797,585218.326 5033560.597))",1666
"POLYGON ((585244.101 5033152.085,585221.925 5033114.376,585280.686 5033093.882,585244.101 5033152.085))",1667
"POLYGON ((585241.88 5033069.476,585241.88 5033041.206,585280.686 5033093.882,585241.88 5033069.476))",1668
"POLYGON ((585250.753 5032965.835,585216.936 5033007.947,585189.224 5032959.183,585250.753 5032965.835))",1669
"POLYGON ((585218.326 5033560.597,585234.955 5033546.203,585245.764 5033565.326,585218.326 5033560.597))",1670
"POLYGON ((585209.089 5033608.426,585238.697 5033604.665,585250.663 5033663.303,585209.089 5033608.426))",1671
"POLYGON ((585204.932 5033660.808,585188.302 5033620.898,585209.089 5033608.426,585204.932 5033660.808))",1672
"POLYGON ((585238.697 5033604.665,585245.764 5033565.326,585279.023 5033641.822,585238.697 5033604.665))",1673
"POLYGON ((585238.697 5033604.665,585209.089 5033608.426,585218.326 5033560.597,585238.697 5033604.665))",1674
"POLYGON ((585209.089 5033608.426,585250.663 5033663.303,585204.932 5033660.808,585209.089 5033608.426))",1675
"POLYGON ((585218.326 5033560.597,585245.764 5033565.326,585238.697 5033604.665,585218.326 5033560.597))",1676
"POLYGON ((585238.697 5033604.665,585279.023 5033641.822,585275.697 5033676.588,585238.697 5033604.665))",1677
"POLYGON ((585275.697 5033676.588,585290.248 5033709.015,585250.663 5033663.303,585275.697 5033676.588))",1678
"POLYGON ((585250.663 5033663.303,585238.697 5033604.665,585275.697 5033676.588,585250.663 5033663.303))",1679
"POLYGON ((585290.248 5033709.015,585275.697 5033676.588,585328.08 5033723.306,585290.248 5033709.015))",1680
"POLYGON ((585182.78 5033713.588,585204.932 5033660.808,585257.315 5033748.113,585182.78 5033713.588))",1681
"POLYGON ((585310.203 5033728.555,585328.08 5033723.306,585338.058 5033736.454,585310.203 5033728.555))",1682
"POLYGON ((585328.08 5033723.306,585310.203 5033728.555,585290.248 5033709.015,585328.08 5033723.306))",1683
"POLYGON ((585376.721 5033727.307,585338.058 5033736.454,585328.08 5033723.306,585376.721 5033727.307))",1684
"POLYGON ((585290.248 5033709.015,585310.203 5033728.555,585313.023 5033746.45,585290.248 5033709.015))",1685
"POLYGON ((585275.697 5033676.588,585279.023 5033641.822,585328.08 5033723.306,585275.697 5033676.588))",1686
"POLYGON ((585290.248 5033709.015,585313.023 5033746.45,585250.663 5033663.303,585290.248 5033709.015))",1687
"POLYGON ((585250.663 5033663.303,585257.315 5033748.113,585204.932 5033660.808,585250.663 5033663.303))",1688
"POLYGON ((585422.452 5033716.498,585395.429 5033652.631,585456.958 5033668.429,585422.452 5033716.498))",1689
"POLYGON ((585457.79 5033700.856,585491.88 5033701.688,585449.059 5033723.982,585457.79 5033700.856))",1690
"POLYGON ((585422.452 5033716.498,585456.958 5033668.429,585457.79 5033700.856,585422.452 5033716.498))",1691
"POLYGON ((585357.091 5033781.372,585376.721 5033727.307,585422.452 5033716.498,585357.091 5033781.372))",1692
"POLYGON ((585422.452 5033716.498,585376.721 5033727.307,585395.429 5033652.631,585422.452 5033716.498))",1693
"POLYGON ((585422.452 5033716.498,585457.79 5033700.856,585449.059 5033723.982,585422.452 5033716.498))",1694
"POLYGON ((585449.059 5033723.982,585466.104 5033747.679,585422.452 5033716.498,585449.059 5033723.982))",1695
"POLYGON ((585491.88 5033701.688,585466.104 5033747.679,585449.059 5033723.982,585491.88 5033701.688))",1696
"POLYGON ((585635.309 5033760.151,585634.062 5033695.867,585651.523 5033718.317,585635.309 5033760.151))",1697
"POLYGON ((585511.004 5033734.115,585466.104 5033747.679,585491.88 5033701.688,585511.004 5033734.115))",1698
"POLYGON ((585635.309 5033760.151,585564.218 5033736.61,585634.062 5033695.867,585635.309 5033760.151))",1699
"POLYGON ((585376.721 5033727.307,585357.091 5033781.372,585338.058 5033736.454,585376.721 5033727.307))",1700
"POLYGON ((585395.429 5033652.631,585376.721 5033727.307,585328.08 5033723.306,585395.429 5033652.631))",1701
"POLYGON ((585139.959 5033573.069,585191.303 5033493.664,585218.326 5033560.597,585139.959 5033573.069))",1702
"POLYGON ((585153.744 5032553.963,585194.213 5032553.425,585224.146 5032624.932,585153.744 5032553.963))",1703
"POLYGON ((585313.023 5033746.45,585310.203 5033728.555,585338.058 5033736.454,585313.023 5033746.45))",1704
"POLYGON ((585074.689 5032470.122,585080.093 5032450.167,585109.936 5032466.191,585074.689 5032470.122))",1705
"POLYGON ((585182.78 5033713.588,585151.042 5033747.749,585169.061 5033680.329,585182.78 5033713.588))",1706
"POLYGON ((584686.599 5034593.857,584714.869 5034507.384,584721.587 5034587.12,584686.599 5034593.857))",1707
"POLYGON ((584781.453 5034615.39,584718.261 5034630.357,584721.587 5034587.12,584781.453 5034615.39))",1708
"POLYGON ((584721.587 5034587.12,584718.261 5034630.357,584686.599 5034593.857,584721.587 5034587.12))",1709
"POLYGON ((584714.869 5034507.384,584751.52 5034543.884,584721.587 5034587.12,584714.869 5034507.384))",1710
"POLYGON ((584734.825 5034462.485,584776.398 5034489.923,584714.869 5034507.384,584734.825 5034462.485))",1711
"POLYGON ((584686.599 5034593.857,584718.261 5034630.357,584661.655 5034641.251,584686.599 5034593.857))",1712
"POLYGON ((584659.161 5034711.926,584661.655 5034641.251,584689.991 5034708.515,584659.161 5034711.926))",1713
"POLYGON ((584672.672 5034752.097,584605.115 5034798.399,584659.161 5034711.926,584672.672 5034752.097))",1714
"POLYGON ((584689.991 5034708.515,584706.347 5034730.478,584691.38 5034727.152,584689.991 5034708.515))",1715
"POLYGON ((584689.991 5034708.515,584661.655 5034641.251,584718.261 5034630.357,584689.991 5034708.515))",1716
"POLYGON ((584691.38 5034727.152,584706.347 5034730.478,584709.257 5034747.939,584691.38 5034727.152))",1717
"POLYGON ((584689.991 5034708.515,584691.38 5034727.152,584659.161 5034711.926,584689.991 5034708.515))",1718
"POLYGON ((584718.261 5034630.357,584706.347 5034730.478,584689.991 5034708.515,584718.261 5034630.357))",1719
"POLYGON ((584659.161 5034711.926,584691.38 5034727.152,584672.672 5034752.097,584659.161 5034711.926))",1720
"POLYGON ((584718.261 5034630.357,584778.127 5034735.122,584706.347 5034730.478,584718.261 5034630.357))",1721
"POLYGON ((584751.52 5034543.884,584776.398 5034489.923,584805.5 5034526.508,584751.52 5034543.884))",1722
"POLYGON ((584751.52 5034543.884,584714.869 5034507.384,584776.398 5034489.923,584751.52 5034543.884))",1723
"POLYGON ((584751.52 5034543.884,584805.5 5034526.508,584756.509 5034555.524,584751.52 5034543.884))",1724
"POLYGON ((584781.453 5034615.39,584778.127 5034735.122,584718.261 5034630.357,584781.453 5034615.39))",1725
"POLYGON ((584781.453 5034615.39,584756.509 5034555.524,584821.298 5034580.554,584781.453 5034615.39))",1726
"POLYGON ((584778.127 5034735.122,584781.453 5034615.39,584814.23 5034732.713,584778.127 5034735.122))",1727
"POLYGON ((584721.587 5034587.12,584756.509 5034555.524,584781.453 5034615.39,584721.587 5034587.12))",1728
"POLYGON ((584821.298 5034580.554,584814.23 5034732.713,584781.453 5034615.39,584821.298 5034580.554))",1729
"POLYGON ((584756.509 5034555.524,584805.5 5034526.508,584821.298 5034580.554,584756.509 5034555.524))",1730
"POLYGON ((584778.127 5034735.122,584814.23 5034732.713,584796.562 5034778.6,584778.127 5034735.122))",1731
"POLYGON ((584879.917 5034749.342,584880.748 5034678.667,584917.333 5034662.038,584879.917 5034749.342))",1732
"POLYGON ((584756.509 5034555.524,584721.587 5034587.12,584751.52 5034543.884,584756.509 5034555.524))",1733
"POLYGON ((584706.347 5034730.478,584778.127 5034735.122,584754.846 5034748.426,584706.347 5034730.478))",1734
"POLYGON ((584613.638 5034839.401,584658.953 5034869.75,584653.133 5034899.267,584613.638 5034839.401))",1735
"POLYGON ((584658.953 5034869.75,584613.638 5034839.401,584668.099 5034834.412,584658.953 5034869.75))",1736
"POLYGON ((584668.099 5034834.412,584613.638 5034839.401,584672.672 5034752.097,584668.099 5034834.412))",1737
"POLYGON ((584613.638 5034839.401,584605.115 5034798.399,584672.672 5034752.097,584613.638 5034839.401))",1738
"POLYGON ((584693.043 5034775.378,584672.672 5034752.097,584709.257 5034747.939,584693.043 5034775.378))",1739
"POLYGON ((584665.189 5034906.646,584658.953 5034869.75,584726.576 5034816.606,584665.189 5034906.646))",1740
"POLYGON ((584668.099 5034834.412,584672.672 5034752.097,584693.043 5034775.378,584668.099 5034834.412))",1741
"POLYGON ((584668.099 5034834.412,584726.576 5034816.606,584658.953 5034869.75,584668.099 5034834.412))",1742
"POLYGON ((584630.267 5034985.74,584646.897 5035001.434,584616.132 5035026.898,584630.267 5034985.74))",1743
"POLYGON ((584646.897 5035001.434,584630.267 5034985.74,584647.728 5034922.133,584646.897 5035001.434))",1744
"POLYGON ((584647.728 5034922.133,584653.133 5034899.267,584665.189 5034906.646,584647.728 5034922.133))",1745
"POLYGON ((584630.267 5034985.74,584556.266 5034942.919,584647.728 5034922.133,584630.267 5034985.74))",1746
"POLYGON ((584665.189 5034906.646,584653.133 5034899.267,584658.953 5034869.75,584665.189 5034906.646))",1747
"POLYGON ((584647.728 5034922.133,584665.189 5034906.646,584646.897 5035001.434,584647.728 5034922.133))",1748
"POLYGON ((584653.133 5034899.267,584647.728 5034922.133,584579.547 5034893.031,584653.133 5034899.267))",1749
"POLYGON ((584726.576 5034816.606,584668.099 5034834.412,584693.043 5034775.378,584726.576 5034816.606))",1750
"POLYGON ((584630.267 5034985.74,584616.132 5035026.898,584532.985 5034979.92,584630.267 5034985.74))",1751
"POLYGON ((584726.576 5034816.606,584709.257 5034747.939,584754.846 5034748.426,584726.576 5034816.606))",1752
"POLYGON ((584709.257 5034747.939,584706.347 5034730.478,584754.846 5034748.426,584709.257 5034747.939))",1753
"POLYGON ((584844.787 5034783.589,584796.562 5034778.6,584842.5 5034758.489,584844.787 5034783.589))",1754
"POLYGON ((584796.562 5034778.6,584754.846 5034748.426,584778.127 5034735.122,584796.562 5034778.6))",1755
"POLYGON ((584796.562 5034778.6,584814.23 5034732.713,584842.5 5034758.489,584796.562 5034778.6))",1756
"POLYGON ((584844.787 5034783.589,584842.5 5034758.489,584879.917 5034749.342,584844.787 5034783.589))",1757
"POLYGON ((584726.576 5034816.606,584754.846 5034748.426,584796.562 5034778.6,584726.576 5034816.606))",1758
"POLYGON ((584844.163 5035093.572,584771.617 5034978.153,584821.506 5034978.153,584844.163 5035093.572))",1759
"POLYGON ((584726.576 5034816.606,584796.562 5034778.6,584665.189 5034906.646,584726.576 5034816.606))",1760
"POLYGON ((584876.383 5034826.825,584844.787 5034783.589,584879.917 5034749.342,584876.383 5034826.825))",1761
"POLYGON ((584927.934 5034808.533,584876.383 5034826.825,584879.917 5034749.342,584927.934 5034808.533))",1762
"POLYGON ((584709.257 5034747.939,584726.576 5034816.606,584693.043 5034775.378,584709.257 5034747.939))",1763
"POLYGON ((584672.672 5034752.097,584691.38 5034727.152,584709.257 5034747.939,584672.672 5034752.097))",1764
"POLYGON ((584821.506 5034978.153,584884.698 5035006.423,584844.163 5035093.572,584821.506 5034978.153))",1765
"POLYGON ((584906.524 5034091.648,584869.939 5034109.94,584878.254 5034078.345,584906.524 5034091.648))",1766
"POLYGON ((584973.041 5033958.613,585014.265 5033971.831,584997.986 5034038.434,584973.041 5033958.613))",1767
"POLYGON ((584964.727 5033890.432,585047.524 5033931.92,584973.041 5033958.613,584964.727 5033890.432))",1768
"POLYGON ((584964.727 5033890.432,584973.041 5033958.613,584939.783 5033955.287,584964.727 5033890.432))",1769
"POLYGON ((584869.939 5034109.94,584916.501 5034144.862,584889.894 5034199.739,584869.939 5034109.94))",1770
"POLYGON ((584916.501 5034144.862,584869.939 5034109.94,584906.524 5034091.648,584916.501 5034144.862))",1771
"POLYGON ((584906.524 5034091.648,584936.457 5034146.525,584916.501 5034144.862,584906.524 5034091.648))",1772
"POLYGON ((585069.142 5034088.237,584936.457 5034146.525,584953.086 5034071.693,585069.142 5034088.237))",1773
"POLYGON ((584916.501 5034144.862,584936.457 5034146.525,584889.894 5034199.739,584916.501 5034144.862))",1774
"POLYGON ((585027.919 5034322.797,584889.894 5034199.739,584936.457 5034146.525,585027.919 5034322.797))",1775
"POLYGON ((584953.086 5034071.693,584997.986 5034038.434,585039.209 5034056.641,584953.086 5034071.693))",1776
"POLYGON ((585089.097 5033906.976,585047.524 5033931.92,585004.637 5033858.836,585089.097 5033906.976))",1777
"POLYGON ((585041.222 5033775.689,585004.637 5033858.836,584961.401 5033815.599,585041.222 5033775.689))",1778
"POLYGON ((585047.524 5033931.92,585089.097 5033906.976,585088.824 5033945.153,585047.524 5033931.92))",1779
"POLYGON ((585041.222 5033775.689,585089.097 5033906.976,585004.637 5033858.836,585041.222 5033775.689))",1780
