WKT,element
"POLYGON ((586531.545 5037093.956,586573.95 5037125.552,586537.365 5037123.473,586531.545 5037093.956))",7386
"POLYGON ((586573.95 5037125.552,586531.545 5037093.956,586588.501 5037101.855,586573.95 5037125.552))",7387
"POLYGON ((586531.545 5037093.956,586537.365 5037123.473,586534.04 5037156.316,586531.545 5037093.956))",7388
"POLYGON ((586487.893 5037032.843,586531.545 5037093.956,586356.105 5037212.025,586487.893 5037032.843))",7389
"POLYGON ((586588.501 5037101.855,586595.153 5037063.607,586613.861 5037121.394,586588.501 5037101.855))",7390
"POLYGON ((586595.153 5037063.607,586588.501 5037101.855,586531.545 5037093.956,586595.153 5037063.607))",7391
"POLYGON ((586613.861 5037121.394,586595.153 5037063.607,586672.064 5037058.618,586613.861 5037121.394))",7392
"POLYGON ((586588.501 5037101.855,586613.861 5037121.394,586573.95 5037125.552,586588.501 5037101.855))",7393
"POLYGON ((586531.545 5037093.956,586597.647 5037029.517,586595.153 5037063.607,586531.545 5037093.956))",7394
"POLYGON ((586573.95 5037125.552,586613.861 5037121.394,586584.344 5037158.395,586573.95 5037125.552))",7395
"POLYGON ((586672.064 5037058.618,586597.647 5037029.517,586608.041 5036990.022,586672.064 5037058.618))",7396
"POLYGON ((586447.151 5037000.415,586487.893 5037032.843,586302.059 5037167.125,586447.151 5037000.415))",7397
"POLYGON ((586342.385 5036758.873,586509.927 5036812.087,586487.061 5036849.503,586342.385 5036758.873))",7398
"POLYGON ((586248.845 5036930.156,586293.744 5036889.414,586351.116 5036925.998,586248.845 5036930.156))",7399
"POLYGON ((586515.331 5036768.85,586602.636 5036721.872,586619.265 5036791.716,586515.331 5036768.85))",7400
"POLYGON ((586267.969 5036809.177,586278.362 5036767.187,586302.475 5036782.154,586267.969 5036809.177))",7401
"POLYGON ((586388.532 5036582.601,586434.263 5036588.837,586415.555 5036617.522,586388.532 5036582.601))",7402
"POLYGON ((586135.765 5037036.584,586231.384 5037102.686,586156.967 5037135.114,586135.765 5037036.584))",7403
"POLYGON ((586597.647 5036510.678,586657.513 5036418.801,586660.839 5036632.073,586597.647 5036510.678))",7404
"POLYGON ((585887.57 5036449.565,586066.337 5036469.52,586079.224 5036520.24,585887.57 5036449.565))",7405
"POLYGON ((586145.223 5036213.063,586151.874 5036181.467,586181.08 5036208.646,586145.223 5036213.063))",7406
"POLYGON ((586573.95 5037125.552,586534.04 5037156.316,586537.365 5037123.473,586573.95 5037125.552))",7407
"POLYGON ((585805.968 5037134.16,585818.402 5037176.064,585815.076 5037199.345,585805.968 5037134.16))",7408
"POLYGON ((585815.076 5037199.345,585809.294 5037230.61,585805.968 5037134.16,585815.076 5037199.345))",7409
"POLYGON ((585817.986 5037218.469,585818.402 5037176.064,585831.744 5037216.06,585817.986 5037218.469))",7410
"POLYGON ((585828.834 5037170.744,585818.402 5037176.064,585818.402 5037159.85,585828.834 5037170.744))",7411
"POLYGON ((585848.789 5037277.173,585829.211 5037237.593,585831.744 5037216.06,585848.789 5037277.173))",7412
"POLYGON ((585818.402 5037176.064,585828.834 5037170.744,585831.744 5037216.06,585818.402 5037176.064))",7413
"POLYGON ((585826.34 5037125.013,585828.834 5037170.744,585818.402 5037159.85,585826.34 5037125.013))",7414
"POLYGON ((585817.986 5037218.469,585815.076 5037199.345,585818.402 5037176.064,585817.986 5037218.469))",7415
"POLYGON ((585809.294 5037230.61,585817.986 5037218.469,585829.211 5037237.593,585809.294 5037230.61))",7416
"POLYGON ((585817.986 5037218.469,585809.294 5037230.61,585815.076 5037199.345,585817.986 5037218.469))",7417
"POLYGON ((585848.789 5037277.173,585835.447 5037271.267,585829.211 5037237.593,585848.789 5037277.173))",7418
"POLYGON ((585840.436 5037301.616,585809.294 5037230.61,585835.447 5037271.267,585840.436 5037301.616))",7419
"POLYGON ((585835.447 5037271.267,585809.294 5037230.61,585829.211 5037237.593,585835.447 5037271.267))",7420
"POLYGON ((585817.986 5037218.469,585831.744 5037216.06,585829.211 5037237.593,585817.986 5037218.469))",7421
"POLYGON ((585802.643 5037516.637,585844.216 5037413.534,585832.576 5037484.209,585802.643 5037516.637))",7422
"POLYGON ((585848.789 5037277.173,585831.744 5037216.06,585917.399 5037231.616,585848.789 5037277.173))",7423
"POLYGON ((585809.294 5037230.61,585845.425 5037328.639,585844.216 5037413.534,585809.294 5037230.61))",7424
"POLYGON ((585845.425 5037328.639,585840.436 5037301.616,585848.789 5037277.173,585845.425 5037328.639))",7425
"POLYGON ((585879.138 5037456.355,585848.789 5037277.173,586001.378 5037285.246,585879.138 5037456.355))",7426
"POLYGON ((585855.403 5037398.898,585879.138 5037456.355,585857.481 5037424.674,585855.403 5037398.898))",7427
"POLYGON ((585844.216 5037413.534,585845.425 5037328.639,585849.998 5037362.729,585844.216 5037413.534))",7428
"POLYGON ((585848.789 5037277.173,585849.998 5037362.729,585845.425 5037328.639,585848.789 5037277.173))",7429
"POLYGON ((585840.436 5037301.616,585835.447 5037271.267,585848.789 5037277.173,585840.436 5037301.616))",7430
"POLYGON ((585844.216 5037413.534,585849.998 5037362.729,585855.403 5037398.898,585844.216 5037413.534))",7431
"POLYGON ((585850.868 5037500.839,585854.194 5037462.591,585866.628 5037488.697,585850.868 5037500.839))",7432
"POLYGON ((585854.194 5037462.591,585844.216 5037413.534,585857.481 5037424.674,585854.194 5037462.591))",7433
"POLYGON ((585854.194 5037462.591,585850.868 5037500.839,585832.576 5037484.209,585854.194 5037462.591))",7434
"POLYGON ((585854.194 5037462.591,585832.576 5037484.209,585844.216 5037413.534,585854.194 5037462.591))",7435
"POLYGON ((585857.481 5037424.674,585879.138 5037456.355,585862.054 5037459.596,585857.481 5037424.674))",7436
"POLYGON ((585862.054 5037459.596,585879.138 5037456.355,585869.953 5037506.574,585862.054 5037459.596))",7437
"POLYGON ((585862.054 5037459.596,585866.628 5037488.697,585854.194 5037462.591,585862.054 5037459.596))",7438
"POLYGON ((585857.481 5037424.674,585862.054 5037459.596,585854.194 5037462.591,585857.481 5037424.674))",7439
"POLYGON ((585844.216 5037413.534,585855.403 5037398.898,585857.481 5037424.674,585844.216 5037413.534))",7440
"POLYGON ((585870.369 5037543.574,585802.643 5037516.637,585850.868 5037500.839,585870.369 5037543.574))",7441
"POLYGON ((585917.399 5037231.616,586001.378 5037285.246,585848.789 5037277.173,585917.399 5037231.616))",7442
"POLYGON ((585845.425 5037328.639,585809.294 5037230.61,585840.436 5037301.616,585845.425 5037328.639))",7443
"POLYGON ((585831.744 5037216.06,585828.834 5037170.744,585892.039 5037167.177,585831.744 5037216.06))",7444
"POLYGON ((585832.576 5037484.209,585850.868 5037500.839,585802.643 5037516.637,585832.576 5037484.209))",7445
"POLYGON ((585693.096 5037787.696,585633.646 5037776.472,585682.911 5037780.629,585693.096 5037787.696))",7446
"POLYGON ((585682.911 5037780.629,585663.333 5037758.51,585693.266 5037765.161,585682.911 5037780.629))",7447
"POLYGON ((585693.266 5037765.161,585732.799 5037751.112,585709.895 5037777.634,585693.266 5037765.161))",7448
"POLYGON ((585732.799 5037751.112,585693.266 5037765.161,585663.333 5037758.51,585732.799 5037751.112))",7449
"POLYGON ((585709.895 5037777.634,585732.799 5037751.112,585728.187 5037795.926,585709.895 5037777.634))",7450
"POLYGON ((585682.911 5037780.629,585693.266 5037765.161,585693.096 5037787.696,585682.911 5037780.629))",7451
"POLYGON ((585732.799 5037751.112,585663.333 5037758.51,585626.371 5037742.797,585732.799 5037751.112))",7452
"POLYGON ((585709.895 5037777.634,585728.187 5037795.926,585693.266 5037765.161,585709.895 5037777.634))",7453
"POLYGON ((585708.894 5037803.287,585719.08 5037822.203,585633.646 5037776.472,585708.894 5037803.287))",7454
"POLYGON ((585728.187 5037795.926,585693.096 5037787.696,585693.266 5037765.161,585728.187 5037795.926))",7455
"POLYGON ((585731.967 5037846.523,585719.08 5037822.203,585738.581 5037830.848,585731.967 5037846.523))",7456
"POLYGON ((585728.187 5037795.926,585719.08 5037822.203,585708.894 5037803.287,585728.187 5037795.926))",7457
"POLYGON ((585728.187 5037795.926,585738.581 5037830.848,585719.08 5037822.203,585728.187 5037795.926))",7458
"POLYGON ((585688.107 5037933.724,585633.646 5037776.472,585719.08 5037822.203,585688.107 5037933.724))",7459
"POLYGON ((585708.894 5037803.287,585693.096 5037787.696,585728.187 5037795.926,585708.894 5037803.287))",7460
"POLYGON ((585693.096 5037787.696,585708.894 5037803.287,585633.646 5037776.472,585693.096 5037787.696))",7461
"POLYGON ((585731.967 5037846.523,585718.456 5037912.105,585719.08 5037822.203,585731.967 5037846.523))",7462
"POLYGON ((585732.799 5037751.112,585784.35 5037862.529,585728.187 5037795.926,585732.799 5037751.112))",7463
"POLYGON ((585835.901 5037817.629,585869.953 5037768.072,585862.886 5037797.589,585835.901 5037817.629))",7464
"POLYGON ((585867.459 5037603.44,585802.643 5037516.637,585867.459 5037578.496,585867.459 5037603.44))",7465
"POLYGON ((585867.459 5037603.44,585867.459 5037578.496,585883.295 5037604.357,585867.459 5037603.44))",7466
"POLYGON ((585867.459 5037578.496,585802.643 5037516.637,585870.369 5037543.574,585867.459 5037578.496))",7467
"POLYGON ((585835.901 5037817.629,585862.886 5037797.589,585858.313 5037818.791,585835.901 5037817.629))",7468
"POLYGON ((585822.975 5037858.286,585845.841 5037837.5,585841.722 5037862.321,585822.975 5037858.286))",7469
"POLYGON ((585784.35 5037862.529,585738.581 5037830.848,585728.187 5037795.926,585784.35 5037862.529))",7470
"POLYGON ((585822.975 5037858.286,585784.35 5037862.529,585835.901 5037817.629,585822.975 5037858.286))",7471
"POLYGON ((585731.967 5037846.523,585738.581 5037830.848,585761.862 5037870.343,585731.967 5037846.523))",7472
"POLYGON ((585845.841 5037837.5,585858.313 5037818.791,585861.469 5037838.832,585845.841 5037837.5))",7473
"POLYGON ((585822.975 5037858.286,585835.901 5037817.629,585845.841 5037837.5,585822.975 5037858.286))",7474
"POLYGON ((585875.396 5037789.359,585861.469 5037838.832,585858.313 5037818.791,585875.396 5037789.359))",7475
"POLYGON ((585845.841 5037837.5,585861.469 5037838.832,585841.722 5037862.321,585845.841 5037837.5))",7476
"POLYGON ((585835.901 5037817.629,585858.313 5037818.791,585845.841 5037837.5,585835.901 5037817.629))",7477
"POLYGON ((585983.28 5038001.489,585841.722 5037862.321,585861.469 5037838.832,585983.28 5038001.489))",7478
"POLYGON ((585858.313 5037818.791,585862.886 5037797.589,585875.396 5037789.359,585858.313 5037818.791))",7479
"POLYGON ((585867.497 5037664.639,585802.643 5037516.637,585867.459 5037603.44,585867.497 5037664.639))",7480
"POLYGON ((585805.93 5037872.421,585822.975 5037858.286,585841.722 5037862.321,585805.93 5037872.421))",7481
"POLYGON ((585850.868 5037500.839,585866.628 5037488.697,585869.953 5037506.574,585850.868 5037500.839))",7482
"POLYGON ((585818.402 5037176.064,585805.968 5037134.16,585815.908 5037128.67,585818.402 5037176.064))",7483
"POLYGON ((585882.88 5037531.187,585867.459 5037578.496,585870.369 5037543.574,585882.88 5037531.187))",7484
"POLYGON ((585870.369 5037543.574,585869.953 5037506.574,585882.88 5037531.187,585870.369 5037543.574))",7485
"POLYGON ((585916.658 5037608.618,585882.88 5037531.187,585934.119 5037604.461,585916.658 5037608.618))",7486
"POLYGON ((585869.953 5037506.574,585866.628 5037488.697,585862.054 5037459.596,585869.953 5037506.574))",7487
"POLYGON ((585879.138 5037456.355,585990.659 5037478.077,585882.88 5037531.187,585879.138 5037456.355))",7488
"POLYGON ((585879.138 5037456.355,585882.88 5037531.187,585869.953 5037506.574,585879.138 5037456.355))",7489
"POLYGON ((585892.039 5037167.177,585917.399 5037231.616,585831.744 5037216.06,585892.039 5037167.177))",7490
"POLYGON ((585916.658 5037608.618,585883.295 5037604.357,585882.88 5037531.187,585916.658 5037608.618))",7491
"POLYGON ((585883.295 5037604.357,585902.523 5037633.562,585901.692 5037669.316,585883.295 5037604.357))",7492
"POLYGON ((585876.189 5037637.946,585867.459 5037603.44,585883.295 5037604.357,585876.189 5037637.946))",7493
"POLYGON ((585902.523 5037633.562,585916.658 5037608.618,585917.386 5037643.852,585902.523 5037633.562))",7494
"POLYGON ((585916.658 5037608.618,585902.523 5037633.562,585883.295 5037604.357,585916.658 5037608.618))",7495
"POLYGON ((585917.386 5037643.852,585916.658 5037608.618,585949.917 5037621.922,585917.386 5037643.852))",7496
"POLYGON ((585890.363 5037702.886,585883.295 5037604.357,585901.692 5037669.316,585890.363 5037702.886))",7497
"POLYGON ((585882.88 5037531.187,585883.295 5037604.357,585867.459 5037578.496,585882.88 5037531.187))",7498
"POLYGON ((585901.692 5037669.316,585902.523 5037633.562,585917.386 5037643.852,585901.692 5037669.316))",7499
"POLYGON ((586001.378 5037285.246,585917.399 5037231.616,585971.133 5037247.57,586001.378 5037285.246))",7500
"POLYGON ((585876.189 5037637.946,585867.497 5037664.639,585867.459 5037603.44,585876.189 5037637.946))",7501
"POLYGON ((585917.399 5037231.616,585917.919 5037163.592,585950.346 5037226.368,585917.399 5037231.616))",7502
"POLYGON ((585917.919 5037163.592,585917.399 5037231.616,585892.039 5037167.177,585917.919 5037163.592))",7503
"POLYGON ((586008.952 5037436.504,586001.378 5037285.246,586027.244 5037413.222,586008.952 5037436.504))",7504
"POLYGON ((586091.281 5037151.327,585971.133 5037247.57,585950.346 5037226.368,586091.281 5037151.327))",7505
"POLYGON ((586114.978 5037259.211,586001.378 5037285.246,585971.133 5037247.57,586114.978 5037259.211))",7506
"POLYGON ((585971.133 5037247.57,585917.399 5037231.616,585950.346 5037226.368,585971.133 5037247.57))",7507
"POLYGON ((585950.346 5037226.368,585917.919 5037163.592,585988.594 5037090.214,585950.346 5037226.368))",7508
"POLYGON ((585855.403 5037398.898,585849.998 5037362.729,585879.138 5037456.355,585855.403 5037398.898))",7509
"POLYGON ((585949.917 5037621.922,585934.119 5037604.461,586013.94 5037526.302,585949.917 5037621.922))",7510
"POLYGON ((585990.659 5037478.077,585992.322 5037516.325,585882.88 5037531.187,585990.659 5037478.077))",7511
"POLYGON ((585934.119 5037604.461,585882.88 5037531.187,585992.322 5037516.325,585934.119 5037604.461))",7512
"POLYGON ((585934.119 5037604.461,585949.917 5037621.922,585916.658 5037608.618,585934.119 5037604.461))",7513
"POLYGON ((585990.659 5037478.077,586013.94 5037526.302,585992.322 5037516.325,585990.659 5037478.077))",7514
"POLYGON ((586048.862 5037468.931,586013.94 5037526.302,585990.659 5037478.077,586048.862 5037468.931))",7515
"POLYGON ((586008.952 5037436.504,586048.862 5037468.931,585990.659 5037478.077,586008.952 5037436.504))",7516
"POLYGON ((585992.322 5037516.325,586013.94 5037526.302,585934.119 5037604.461,585992.322 5037516.325))",7517
"POLYGON ((586008.952 5037436.504,585990.659 5037478.077,585879.138 5037456.355,586008.952 5037436.504))",7518
"POLYGON ((585959.895 5037655.181,585949.917 5037621.922,586107.585 5037668.484,585959.895 5037655.181))",7519
"POLYGON ((585879.138 5037456.355,586001.378 5037285.246,586008.952 5037436.504,585879.138 5037456.355))",7520
"POLYGON ((585879.138 5037456.355,585849.998 5037362.729,585848.789 5037277.173,585879.138 5037456.355))",7521
"POLYGON ((585880.399 5037132.671,585892.039 5037167.177,585828.834 5037170.744,585880.399 5037132.671))",7522
"POLYGON ((585917.386 5037643.852,585949.917 5037621.922,585959.895 5037655.181,585917.386 5037643.852))",7523
"POLYGON ((585867.497 5037664.639,585877.437 5037699.475,585835.901 5037817.629,585867.497 5037664.639))",7524
"POLYGON ((585877.437 5037699.475,585867.497 5037664.639,585879.1 5037671.621,585877.437 5037699.475))",7525
"POLYGON ((585879.1 5037671.621,585883.295 5037604.357,585890.363 5037702.886,585879.1 5037671.621))",7526
"POLYGON ((585879.1 5037671.621,585867.497 5037664.639,585876.189 5037637.946,585879.1 5037671.621))",7527
"POLYGON ((585910.006 5037698.417,585901.692 5037669.316,585914.06 5037675.448,585910.006 5037698.417))",7528
"POLYGON ((585879.1 5037671.621,585890.363 5037702.886,585877.437 5037699.475,585879.1 5037671.621))",7529
"POLYGON ((585879.1 5037671.621,585876.189 5037637.946,585883.295 5037604.357,585879.1 5037671.621))",7530
"POLYGON ((585890.363 5037702.886,585901.692 5037669.316,585910.006 5037698.417,585890.363 5037702.886))",7531
"POLYGON ((585869.953 5037768.072,585875.396 5037789.359,585862.886 5037797.589,585869.953 5037768.072))",7532
"POLYGON ((585869.953 5037768.072,585882.464 5037749.033,585875.396 5037789.359,585869.953 5037768.072))",7533
"POLYGON ((585884.127 5037750.28,585882.464 5037749.033,585917.49 5037725.856,585884.127 5037750.28))",7534
"POLYGON ((585882.464 5037749.033,585869.953 5037768.072,585877.437 5037699.475,585882.464 5037749.033))",7535
"POLYGON ((585890.363 5037702.886,585917.49 5037725.856,585882.464 5037749.033,585890.363 5037702.886))",7536
"POLYGON ((585884.127 5037750.28,585875.396 5037789.359,585882.464 5037749.033,585884.127 5037750.28))",7537
"POLYGON ((585877.437 5037699.475,585890.363 5037702.886,585882.464 5037749.033,585877.437 5037699.475))",7538
"POLYGON ((585947.423 5037731.676,585875.396 5037789.359,585884.127 5037750.28,585947.423 5037731.676))",7539
"POLYGON ((585917.49 5037725.856,585890.363 5037702.886,585910.006 5037698.417,585917.49 5037725.856))",7540
"POLYGON ((585835.901 5037817.629,585877.437 5037699.475,585869.953 5037768.072,585835.901 5037817.629))",7541
"POLYGON ((585927.363 5037717.021,585910.006 5037698.417,585924.037 5037688.751,585927.363 5037717.021))",7542
"POLYGON ((585924.037 5037688.751,585914.06 5037675.448,585948.982 5037673.785,585924.037 5037688.751))",7543
"POLYGON ((585948.982 5037673.785,585959.895 5037655.181,585969.041 5037680.125,585948.982 5037673.785))",7544
"POLYGON ((585948.982 5037673.785,585914.06 5037675.448,585917.386 5037643.852,585948.982 5037673.785))",7545
"POLYGON ((586107.585 5037668.484,585969.041 5037680.125,585959.895 5037655.181,586107.585 5037668.484))",7546
"POLYGON ((585924.037 5037688.751,585948.982 5037673.785,585948.982 5037702.055,585924.037 5037688.751))",7547
"POLYGON ((585901.692 5037669.316,585917.386 5037643.852,585914.06 5037675.448,585901.692 5037669.316))",7548
"POLYGON ((585948.982 5037702.055,585948.982 5037673.785,585969.041 5037680.125,585948.982 5037702.055))",7549
"POLYGON ((585917.49 5037725.856,585927.363 5037717.021,585947.423 5037731.676,585917.49 5037725.856))",7550
"POLYGON ((585917.49 5037725.856,585910.006 5037698.417,585927.363 5037717.021,585917.49 5037725.856))",7551
"POLYGON ((585947.423 5037731.676,585927.363 5037717.021,585948.982 5037702.055,585947.423 5037731.676))",7552
"POLYGON ((585917.49 5037725.856,585947.423 5037731.676,585884.127 5037750.28,585917.49 5037725.856))",7553
"POLYGON ((585948.982 5037702.055,585964.052 5037709.226,585959.895 5037723.361,585948.982 5037702.055))",7554
"POLYGON ((585964.052 5037709.226,585948.982 5037702.055,585969.041 5037680.125,585964.052 5037709.226))",7555
"POLYGON ((586039.404 5037787.385,585947.423 5037731.676,585959.895 5037723.361,586039.404 5037787.385))",7556
"POLYGON ((585948.982 5037702.055,585959.895 5037723.361,585947.423 5037731.676,585948.982 5037702.055))",7557
"POLYGON ((585927.363 5037717.021,585924.037 5037688.751,585948.982 5037702.055,585927.363 5037717.021))",7558
"POLYGON ((585861.469 5037838.832,586014.044 5037976.129,585983.28 5038001.489,585861.469 5037838.832))",7559
"POLYGON ((585964.052 5037709.226,586039.404 5037755.373,585959.895 5037723.361,585964.052 5037709.226))",7560
"POLYGON ((585924.037 5037688.751,585910.006 5037698.417,585914.06 5037675.448,585924.037 5037688.751))",7561
"POLYGON ((585948.982 5037673.785,585917.386 5037643.852,585959.895 5037655.181,585948.982 5037673.785))",7562
"POLYGON ((585875.396 5037789.359,586039.404 5037787.385,585861.469 5037838.832,585875.396 5037789.359))",7563
"POLYGON ((586059.775 5037717.125,585964.052 5037709.226,585969.041 5037680.125,586059.775 5037717.125))",7564
"POLYGON ((585870.369 5037543.574,585850.868 5037500.839,585869.953 5037506.574,585870.369 5037543.574))",7565
"POLYGON ((585917.919 5037163.592,585892.039 5037167.177,585880.399 5037132.671,585917.919 5037163.592))",7566
"POLYGON ((586039.404 5037787.385,585875.396 5037789.359,585947.423 5037731.676,586039.404 5037787.385))",7567
"POLYGON ((585688.107 5037933.724,585718.456 5037912.105,585727.602 5037935.543,585688.107 5037933.724))",7568
"POLYGON ((585688.107 5037933.724,585719.08 5037822.203,585718.456 5037912.105,585688.107 5037933.724))",7569
"POLYGON ((585718.456 5037912.105,585751.299 5037913.768,585727.602 5037935.543,585718.456 5037912.105))",7570
"POLYGON ((585751.299 5037913.768,585718.456 5037912.105,585741.945 5037873.754,585751.299 5037913.768))",7571
"POLYGON ((585751.299 5037913.768,585741.945 5037873.754,585776.659 5037893.709,585751.299 5037913.768))",7572
"POLYGON ((585731.967 5037846.523,585741.945 5037873.754,585718.456 5037912.105,585731.967 5037846.523))",7573
"POLYGON ((585688.107 5037933.724,585727.602 5037935.543,585707.647 5037970.464,585688.107 5037933.724))",7574
"POLYGON ((585696.006 5038019.781,585603.297 5038079.647,585685.613 5037986.938,585696.006 5038019.781))",7575
"POLYGON ((585685.613 5037986.938,585678.13 5037961.994,585707.647 5037970.464,585685.613 5037986.938))",7576
"POLYGON ((585696.006 5038019.781,585707.647 5037970.464,585724.276 5038031.993,585696.006 5038019.781))",7577
"POLYGON ((585707.647 5037970.464,585696.006 5038019.781,585685.613 5037986.938,585707.647 5037970.464))",7578
"POLYGON ((585696.006 5038019.781,585724.276 5038031.993,585704.737 5038047.22,585696.006 5038019.781))",7579
"POLYGON ((585678.13 5037961.994,585688.107 5037933.724,585707.647 5037970.464,585678.13 5037961.994))",7580
"POLYGON ((585704.737 5038047.22,585603.297 5038079.647,585696.006 5038019.781,585704.737 5038047.22))",7581
"POLYGON ((585727.602 5037935.543,585751.299 5037913.768,585784.142 5037982.105,585727.602 5037935.543))",7582
"POLYGON ((585678.13 5037961.994,585471.093 5037925.825,585688.107 5037933.724,585678.13 5037961.994))",7583
"POLYGON ((585761.862 5037870.343,585778.076 5037882.815,585776.659 5037893.709,585761.862 5037870.343))",7584
"POLYGON ((585761.862 5037870.343,585784.35 5037862.529,585790.548 5037881.568,585761.862 5037870.343))",7585
"POLYGON ((585822.975 5037858.286,585790.548 5037881.568,585784.35 5037862.529,585822.975 5037858.286))",7586
"POLYGON ((585790.548 5037881.568,585822.975 5037858.286,585805.93 5037872.421,585790.548 5037881.568))",7587
"POLYGON ((585790.548 5037881.568,585805.93 5037872.421,585806.176 5037892.67,585790.548 5037881.568))",7588
"POLYGON ((585790.548 5037881.568,585778.076 5037882.815,585761.862 5037870.343,585790.548 5037881.568))",7589
"POLYGON ((585741.945 5037873.754,585731.967 5037846.523,585761.862 5037870.343,585741.945 5037873.754))",7590
"POLYGON ((585778.076 5037882.815,585790.548 5037881.568,585776.659 5037893.709,585778.076 5037882.815))",7591
"POLYGON ((585801.603 5037971.971,585784.142 5037982.105,585751.299 5037913.768,585801.603 5037971.971))",7592
"POLYGON ((585801.603 5037971.971,585776.659 5037893.709,585806.176 5037892.67,585801.603 5037971.971))",7593
"POLYGON ((585784.142 5037982.105,585801.603 5037971.971,585805.41 5037991.997,585784.142 5037982.105))",7594
"POLYGON ((585751.299 5037913.768,585776.659 5037893.709,585801.603 5037971.971,585751.299 5037913.768))",7595
"POLYGON ((585805.41 5037991.997,585842.761 5038008.556,585837.006 5038033.571,585805.41 5037991.997))",7596
"POLYGON ((585801.603 5037971.971,585842.761 5038008.556,585805.41 5037991.997,585801.603 5037971.971))",7597
"POLYGON ((585805.41 5037991.997,585805.761 5038028.667,585784.142 5037982.105,585805.41 5037991.997))",7598
"POLYGON ((585776.659 5037893.709,585790.548 5037881.568,585806.176 5037892.67,585776.659 5037893.709))",7599
"POLYGON ((585841.722 5037862.321,585806.176 5037892.67,585805.93 5037872.421,585841.722 5037862.321))",7600
"POLYGON ((585776.659 5037893.709,585741.945 5037873.754,585761.862 5037870.343,585776.659 5037893.709))",7601
"POLYGON ((585738.581 5037830.848,585784.35 5037862.529,585761.862 5037870.343,585738.581 5037830.848))",7602
"POLYGON ((585704.737 5038132.445,585667.944 5038125.274,585679.377 5038116.648,585704.737 5038132.445))",7603
"POLYGON ((585667.944 5038125.274,585644.871 5038110.827,585679.377 5038116.648,585667.944 5038125.274))",7604
"POLYGON ((585679.377 5038116.648,585745.479 5038080.894,585704.737 5038132.445,585679.377 5038116.648))",7605
"POLYGON ((585704.737 5038047.22,585724.276 5038031.993,585745.479 5038080.894,585704.737 5038047.22))",7606
"POLYGON ((585773.333 5038112.074,585745.479 5038080.894,585792.457 5038086.87,585773.333 5038112.074))",7607
"POLYGON ((585745.479 5038080.894,585679.377 5038116.648,585704.737 5038047.22,585745.479 5038080.894))",7608
"POLYGON ((585704.737 5038047.22,585679.377 5038116.648,585644.871 5038110.827,585704.737 5038047.22))",7609
"POLYGON ((585773.333 5038112.074,585704.737 5038132.445,585745.479 5038080.894,585773.333 5038112.074))",7610
"POLYGON ((585709.518 5038279.928,585842.553 5038386.356,585621.382 5038434.582,585709.518 5038279.928))",7611
"POLYGON ((585667.944 5038125.274,585704.737 5038132.445,585737.58 5038167.783,585667.944 5038125.274))",7612
"POLYGON ((585737.58 5038167.783,585777.075 5038209.772,585789.339 5038248.332,585737.58 5038167.783))",7613
"POLYGON ((585667.944 5038125.274,585737.58 5038167.783,585789.339 5038248.332,585667.944 5038125.274))",7614
"POLYGON ((585700.995 5038865.128,585614.522 5038825.217,585799.109 5038722.115,585700.995 5038865.128))",7615
"POLYGON ((585754.209 5038900.05,585700.995 5038865.128,585839.019 5038821.892,585754.209 5038900.05))",7616
"POLYGON ((585737.58 5038167.783,585704.737 5038132.445,585775.412 5038139.097,585737.58 5038167.783))",7617
"POLYGON ((585773.333 5038112.074,585775.412 5038139.097,585704.737 5038132.445,585773.333 5038112.074))",7618
"POLYGON ((585785.805 5038174.435,585737.58 5038167.783,585775.412 5038139.097,585785.805 5038174.435))",7619
"POLYGON ((585737.58 5038167.783,585785.805 5038174.435,585777.075 5038209.772,585737.58 5038167.783))",7620
"POLYGON ((585775.412 5038139.097,585805.761 5038158.377,585785.805 5038174.435,585775.412 5038139.097))",7621
"POLYGON ((585775.412 5038139.097,585773.333 5038112.074,585805.761 5038158.377,585775.412 5038139.097))",7622
"POLYGON ((585802.019 5038230.143,585777.075 5038209.772,585816.985 5038202.705,585802.019 5038230.143))",7623
"POLYGON ((585773.333 5038112.074,585792.457 5038086.87,585805.761 5038158.377,585773.333 5038112.074))",7624
"POLYGON ((585785.805 5038174.435,585816.985 5038202.705,585777.075 5038209.772,585785.805 5038174.435))",7625
"POLYGON ((585867.289 5038560.809,585799.109 5038722.115,585608.078 5038521.055,585867.289 5038560.809))",7626
"POLYGON ((585789.339 5038248.332,585802.019 5038230.143,585801.603 5038277.953,585789.339 5038248.332))",7627
"POLYGON ((585801.603 5038277.953,585842.553 5038386.356,585709.518 5038279.928,585801.603 5038277.953))",7628
"POLYGON ((585709.518 5038279.928,585789.339 5038248.332,585801.603 5038277.953,585709.518 5038279.928))",7629
"POLYGON ((585839.019 5038821.892,585700.995 5038865.128,585799.109 5038722.115,585839.019 5038821.892))",7630
"POLYGON ((585846.087 5038231.391,585807.839 5038247.189,585802.019 5038230.143,585846.087 5038231.391))",7631
"POLYGON ((585807.839 5038247.189,585826.132 5038294.998,585801.603 5038277.953,585807.839 5038247.189))",7632
"POLYGON ((585801.603 5038277.953,585802.019 5038230.143,585807.839 5038247.189,585801.603 5038277.953))",7633
"POLYGON ((585789.339 5038248.332,585777.075 5038209.772,585802.019 5038230.143,585789.339 5038248.332))",7634
